Station,Campaign,Date,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,DO_mg_per_L,DO_Status,pH,Fe_%,Mn_mg_per_kg,Al_%,S_%,Organic_Matter_%
Chuquiago,April 2019,2019-04-25,Cadmium,0.3,10.0,0.01,30.0,1.4771212547196624,6.84,Oxic,8.2,4.6,477.0,1.92,0.5,0.63
Chuquiago,April 2019,2019-04-25,Lead,42.7,10.0,0.01,4270.0,3.630427875025024,6.84,Oxic,8.2,4.6,477.0,1.92,0.5,0.63
Chuquiago,April 2019,2019-04-25,Zinc,131.0,830.0,0.83,157.83132530120483,2.1981932032796903,6.84,Oxic,8.2,4.6,477.0,1.92,0.5,0.63
Chuquiago,April 2019,2019-04-25,Arsenic,10.8,10.0,0.01,1080.0,3.03342375548695,6.84,Oxic,8.2,3.02,327.0,1.99,0.5,0.63
Chuquiago,April 2019,2019-04-25,Cadmium,0.19,10.0,0.01,19.0,1.2787536009528289,6.84,Oxic,8.2,3.02,327.0,1.99,0.5,0.63
Chuquiago,April 2019,2019-04-25,Lead,18.5,10.0,0.01,1850.0,3.2671717284030137,6.84,Oxic,8.2,3.02,327.0,1.99,0.5,0.63
Chuquiago,April 2019,2019-04-25,Zinc,101.0,830.0,0.83,121.6867469879518,2.0852432814065684,6.84,Oxic,8.2,3.02,327.0,1.99,0.5,0.63
Chuquiago,April 2019,2019-04-25,Arsenic,11.2,10.0,0.01,1120.0,3.0492180226701815,6.84,Oxic,8.2,2.8,231.0,1.63,0.5,0.63
Chuquiago,April 2019,2019-04-25,Cadmium,0.14,10.0,0.01,14.000000000000002,1.1461280356782382,6.84,Oxic,8.2,2.8,231.0,1.63,0.5,0.63
Chuquiago,April 2019,2019-04-25,Lead,24.5,10.0,0.01,2450.0,3.3891660843645326,6.84,Oxic,8.2,2.8,231.0,1.63,0.5,0.63
Chuquiago,April 2019,2019-04-25,Zinc,95.5,830.0,0.83,115.06024096385542,2.0609252792076727,6.84,Oxic,8.2,2.8,231.0,1.63,0.5,0.63
Chuquiago,April 2019,2019-04-25,Arsenic,11.1,10.0,0.01,1110.0,3.0453229787866576,6.84,Oxic,8.1,3.38,333.0,1.68,0.5,0.6
Chuquiago,April 2019,2019-04-25,Cadmium,0.23,10.0,0.01,23.0,1.3617278360175928,6.84,Oxic,8.1,3.38,333.0,1.68,0.5,0.6
Chuquiago,April 2019,2019-04-25,Lead,23.1,10.0,0.01,2310.0,3.3636119798921444,6.84,Oxic,8.1,3.38,333.0,1.68,0.5,0.6
Chuquiago,April 2019,2019-04-25,Zinc,94.4,830.0,0.83,113.73493975903615,2.055893901921995,6.84,Oxic,8.1,3.38,333.0,1.68,0.5,0.6
Chuquiago,April 2019,2019-04-25,Arsenic,11.5,10.0,0.01,1150.0,3.060697840353612,6.84,Oxic,8.1,2.58,215.0,1.72,0.5,0.6
Chuquiago,April 2019,2019-04-25,Cadmium,0.16,10.0,0.01,16.0,1.2041199826559248,6.84,Oxic,8.1,2.58,215.0,1.72,0.5,0.6
Chuquiago,April 2019,2019-04-25,Lead,21.3,10.0,0.01,2130.0,3.3283796034387376,6.84,Oxic,8.1,2.58,215.0,1.72,0.5,0.6
Chuquiago,April 2019,2019-04-25,Zinc,86.8,830.0,0.83,104.57831325301206,2.019441632800418,6.84,Oxic,8.1,2.58,215.0,1.72,0.5,0.6
Chuquiago,December 2021,2021-12-02,Arsenic,16.5,3.0,0.003,5500.0,3.7403626894942437,7.58,Oxic,8.1,2.96,341.0,1.49,0.5,0.87
Chuquiago,December 2021,2021-12-02,Cadmium,0.25,0.25,0.00025,1000.0,3.0,7.58,Oxic,8.1,2.96,341.0,1.49,0.5,0.87
Chuquiago,December 2021,2021-12-02,Lead,28.5,1.0,0.001,28500.0,4.45484486000851,7.58,Oxic,8.1,2.96,341.0,1.49,0.5,0.87
Chuquiago,December 2021,2021-12-02,Zinc,101.0,25.0,0.025,4040.0,3.606381365110605,7.58,Oxic,8.1,2.96,341.0,1.49,0.5,0.87
Chuquiago,December 2021,2021-12-02,Arsenic,12.0,3.0,0.003,4000.0,3.6020599913279625,7.58,Oxic,8.1,2.2,259.0,1.38,0.5,0.87
Chuquiago,December 2021,2021-12-02,Cadmium,0.21,0.25,0.00025,840.0,2.9242792860618816,7.58,Oxic,8.1,2.2,259.0,1.38,0.5,0.87
Chuquiago,December 2021,2021-12-02,Lead,20.8,1.0,0.001,20800.0,4.318063334962762,7.58,Oxic,8.1,2.2,259.0,1.38,0.5,0.87
Chuquiago,December 2021,2021-12-02,Zinc,89.7,25.0,0.025,3588.0,3.5548524343720547,7.58,Oxic,8.1,2.2,259.0,1.38,0.5,0.87
Chuquiago,December 2021,2021-12-02,Arsenic,19.8,3.0,0.003,6600.0,3.8195439355418688,7.58,Oxic,8.0,6.19,536.0,1.49,0.5,0.61
Chuquiago,December 2021,2021-12-02,Cadmium,0.36,0.25,0.00025,1440.0,3.1583624920952498,7.58,Oxic,8.0,6.19,536.0,1.49,0.5,0.61
Chuquiago,December 2021,2021-12-02,Lead,41.6,1.0,0.001,41600.0,4.619093330626742,7.58,Oxic,8.0,6.19,536.0,1.49,0.5,0.61
Chuquiago,December 2021,2021-12-02,Zinc,139.0,25.0,0.025,5560.0,3.7450747915820575,7.58,Oxic,8.0,6.19,536.0,1.49,0.5,0.61
Chuquiago,December 2021,2021-12-02,Arsenic,13.5,3.0,0.003,4500.0,3.6532125137753435,7.58,Oxic,8.0,2.76,294.0,1.26,0.5,0.61
Chuquiago,December 2021,2021-12-02,Cadmium,0.22,0.25,0.00025,880.0,2.9444826721501687,7.58,Oxic,8.0,2.76,294.0,1.26,0.5,0.61
Chuquiago,December 2021,2021-12-02,Lead,23.5,1.0,0.001,23500.0,4.371067862271736,7.58,Oxic,8.0,2.76,294.0,1.26,0.5,0.61
Chuquiago,December 2021,2021-12-02,Zinc,91.4,25.0,0.025,3656.0,3.5630061870617937,7.58,Oxic,8.0,2.76,294.0,1.26,0.5,0.61
Chuquiago,August 2022,2022-08-16,Arsenic,9.75,5.0,0.005,1950.0,3.290034611362518,8.41,Oxic,7.9,1.550952,260.5,,,0.62
Chuquiago,August 2022,2022-08-16,Cadmium,1.04,2.5,0.0025,416.0,2.6190933306267428,8.41,Oxic,7.9,1.550952,260.5,,,0.62
Chuquiago,August 2022,2022-08-16,Lead,11.25,5.0,0.005,2250.0,3.3521825181113627,8.41,Oxic,7.9,1.550952,260.5,,,0.62
Chuquiago,August 2022,2022-08-16,Zinc,69.41,64.0,0.064,1084.53125,3.035242070418472,8.41,Oxic,7.9,1.550952,260.5,,,0.62
Chuquiago,August 2022,2022-08-16,Arsenic,6.67,5.0,0.005,1334.0,3.12515582958053,8.41,Oxic,7.9,2.045486,228.05,,,0.62
Chuquiago,August 2022,2022-08-16,Cadmium,1.09,2.5,0.0025,436.0,2.639486489268586,8.41,Oxic,7.9,2.045486,228.05,,,0.62
Chuquiago,August 2022,2022-08-16,Lead,10.1,5.0,0.005,2020.0,3.305351369446624,8.41,Oxic,7.9,2.045486,228.05,,,0.62
Chuquiago,August 2022,2022-08-16,Zinc,74.72,64.0,0.064,1167.5,3.0672568892381498,8.41,Oxic,7.9,2.045486,228.05,,,0.62
Chuquiago,December 2023,2023-12-12,Arsenic,5.98,196.0,0.196,30.510204081632654,1.484445112631935,6.23,Oxic,7.7,0.9182,308.0,,,1.26
Chuquiago,December 2023,2023-12-12,Cadmium,0.318,7.2,0.0072,44.16666666666667,1.6450946235531643,6.23,Oxic,7.7,0.9182,308.0,,,1.26
Chuquiago,December 2023,2023-12-12,Lead,24.0,365.0,0.365,65.75342465753425,1.8179183772551313,6.23,Oxic,7.7,0.9182,308.0,,,1.26
Chuquiago,December 2023,2023-12-12,Zinc,53.7,2696.0,2.696,19.91839762611276,1.2992543978362734,6.23,Oxic,7.7,0.9182,308.0,,,1.26
Chuquiago,December 2023,2023-12-12,Arsenic,5.4,196.0,0.196,27.551020408163264,1.4401376884664925,6.23,Oxic,7.7,0.6409,268.0,,,1.26
Chuquiago,December 2023,2023-12-12,Cadmium,0.288,7.2,0.0072,40.0,1.6020599913279623,6.23,Oxic,7.7,0.6409,268.0,,,1.26
Chuquiago,December 2023,2023-12-12,Lead,15.4,365.0,0.365,42.19178082191781,1.6252278563799885,6.23,Oxic,7.7,0.6409,268.0,,,1.26
Chuquiago,December 2023,2023-12-12,Zinc,41.8,2696.0,2.696,15.504451038575665,1.190456393911753,6.23,Oxic,7.7,0.6409,268.0,,,1.26
Chuquiago,August 2023,2023-08-08,Arsenic,12.5,4.0,0.004,3125.0,3.494850021680094,8.52,Oxic,7.8,2.0625,341.0,,,0.67
Chuquiago,August 2023,2023-08-08,Cadmium,0.3,0.25,0.00025,1200.0,3.0791812460476247,8.52,Oxic,7.8,2.0625,341.0,,,0.67
Chuquiago,August 2023,2023-08-08,Lead,18.2,2.0,0.002,9100.0,3.9590413923210934,8.52,Oxic,7.8,2.0625,341.0,,,0.67
Chuquiago,August 2023,2023-08-08,Zinc,103.0,25.0,0.025,4120.0,3.6148972160331345,8.52,Oxic,7.8,2.0625,341.0,,,0.67
Chuquiago,August 2023,2023-08-08,Arsenic,12.9,4.0,0.004,3225.0,3.5085297189712867,8.52,Oxic,7.8,2.2288,352.0,,,0.67
Chuquiago,August 2023,2023-08-08,Cadmium,0.3,0.25,0.00025,1200.0,3.0791812460476247,8.52,Oxic,7.8,2.2288,352.0,,,0.67
Chuquiago,August 2023,2023-08-08,Lead,20.7,2.0,0.002,10350.0,4.014940349792936,8.52,Oxic,7.8,2.2288,352.0,,,0.67
Chuquiago,August 2023,2023-08-08,Zinc,121.0,25.0,0.025,4840.0,3.6848453616444123,8.52,Oxic,7.8,2.2288,352.0,,,0.67
Chuquiago,February 2024,2024-02-28,Arsenic,20.0,492.0,0.492,40.65040650406504,1.609064892896621,6.13,Oxic,7.9,5.389,489.0,,,1.58
Chuquiago,February 2024,2024-02-28,Cadmium,5.0,398.0,0.398,12.562814070351758,1.099086932262331,6.13,Oxic,7.9,5.389,489.0,,,1.58
Chuquiago,February 2024,2024-02-28,Lead,34.0,2960.0,2.96,11.486486486486486,1.0601872059833166,6.13,Oxic,7.9,5.389,489.0,,,1.58
Chuquiago,February 2024,2024-02-28,Zinc,124.0,25.0,0.025,4960.0,3.6954816764901977,6.13,Oxic,7.9,5.389,489.0,,,1.58
Chuquiago,February 2024,2024-02-28,Arsenic,15.0,492.0,0.492,30.48780487804878,1.484126156288321,6.13,Oxic,7.9,3.8535,351.0,,,1.58
Chuquiago,February 2024,2024-02-28,Cadmium,5.0,398.0,0.398,12.562814070351758,1.099086932262331,6.13,Oxic,7.9,3.8535,351.0,,,1.58
Chuquiago,February 2024,2024-02-28,Lead,19.0,2960.0,2.96,6.418918918918919,0.8074618898938904,6.13,Oxic,7.9,3.8535,351.0,,,1.58
Chuquiago,February 2024,2024-02-28,Zinc,98.0,25.0,0.025,3920.0,3.593286067020457,6.13,Oxic,7.9,3.8535,351.0,,,1.58
Tumusla,October 2017,2017-10-05,Arsenic,9.3,10.0,0.01,930.0,2.9684829485539352,7.64,Oxic,7.5,2.84,370.0,1.85,0.5,0.83
Tumusla,October 2017,2017-10-05,Cadmium,0.22,1.0,0.001,220.0,2.342422680822206,7.64,Oxic,7.5,2.84,370.0,1.85,0.5,0.83
Tumusla,October 2017,2017-10-05,Lead,21.7,1.0,0.001,21700.0,4.336459733848529,7.64,Oxic,7.5,2.84,370.0,1.85,0.5,0.83
Tumusla,October 2017,2017-10-05,Zinc,118.0,10.0,0.01,11800.0,4.071882007306125,7.64,Oxic,7.5,2.84,370.0,1.85,0.5,0.83
Tumusla,October 2017,2017-10-05,Arsenic,8.6,10.0,0.01,860.0,2.934498451243568,7.64,Oxic,7.5,2.44,342.0,1.75,0.5,0.83
Tumusla,October 2017,2017-10-05,Cadmium,0.13,1.0,0.001,130.0,2.113943352306837,7.64,Oxic,7.5,2.44,342.0,1.75,0.5,0.83
Tumusla,October 2017,2017-10-05,Lead,18.0,1.0,0.001,18000.0,4.2552725051033065,7.64,Oxic,7.5,2.44,342.0,1.75,0.5,0.83
Tumusla,October 2017,2017-10-05,Zinc,93.5,10.0,0.01,9350.0,3.9708116108725178,7.64,Oxic,7.5,2.44,342.0,1.75,0.5,0.83
Tumusla,April 2019,2019-04-25,Arsenic,11.7,10.0,0.01,1170.0,3.0681858617461617,7.48,Oxic,8.4,3.62,372.0,1.42,0.5,0.67
Tumusla,April 2019,2019-04-25,Cadmium,0.33,10.0,0.01,33.0,1.5185139398778875,7.48,Oxic,8.4,3.62,372.0,1.42,0.5,0.67
Tumusla,April 2019,2019-04-25,Lead,27.0,117.0,0.117,230.76923076923075,2.3631779024128257,7.48,Oxic,8.4,3.62,372.0,1.42,0.5,0.67
Tumusla,April 2019,2019-04-25,Zinc,164.0,1730.0,1.73,94.79768786127168,1.9767977449189025,7.48,Oxic,8.4,3.62,372.0,1.42,0.5,0.67
Tumusla,April 2019,2019-04-25,Arsenic,12.3,10.0,0.01,1230.0,3.089905111439398,7.48,Oxic,8.4,3.46,365.0,1.35,0.5,0.67
Tumusla,April 2019,2019-04-25,Cadmium,0.34,10.0,0.01,34.0,1.5314789170422551,7.48,Oxic,8.4,3.46,365.0,1.35,0.5,0.67
Tumusla,April 2019,2019-04-25,Lead,26.0,117.0,0.117,222.2222222222222,2.3467874862246565,7.48,Oxic,8.4,3.46,365.0,1.35,0.5,0.67
Tumusla,April 2019,2019-04-25,Zinc,156.0,1730.0,1.73,90.17341040462428,1.9550784952256661,7.48,Oxic,8.4,3.46,365.0,1.35,0.5,0.67
Tumusla,April 2019,2019-04-25,Arsenic,12.2,10.0,0.01,1220.0,3.0863598306747484,7.48,Oxic,8.4,3.27,339.0,2.01,0.5,0.67
Tumusla,April 2019,2019-04-25,Cadmium,0.3,10.0,0.01,30.0,1.4771212547196624,7.48,Oxic,8.4,3.27,339.0,2.01,0.5,0.67
Tumusla,April 2019,2019-04-25,Lead,29.3,117.0,0.117,250.42735042735043,2.398681758607948,7.48,Oxic,8.4,3.27,339.0,2.01,0.5,0.67
Tumusla,April 2019,2019-04-25,Zinc,159.0,1730.0,1.73,91.90751445086705,1.963351021191656,7.48,Oxic,8.4,3.27,339.0,2.01,0.5,0.67
Tumusla,December 2021,2021-12-02,Arsenic,11.6,5.0,0.005,2320.0,3.3654879848909,6.79,Oxic,8.2,3.25,431.0,1.43,0.5,0.96
Tumusla,December 2021,2021-12-02,Cadmium,0.35,0.25,0.00025,1399.9999999999998,3.146128035678238,6.79,Oxic,8.2,3.25,431.0,1.43,0.5,0.96
Tumusla,December 2021,2021-12-02,Lead,24.5,8.0,0.008,3062.5,3.486076097372589,6.79,Oxic,8.2,3.25,431.0,1.43,0.5,0.96
Tumusla,December 2021,2021-12-02,Zinc,131.0,25.0,0.025,5240.0,3.7193312869837265,6.79,Oxic,8.2,3.25,431.0,1.43,0.5,0.96
Tumusla,December 2021,2021-12-02,Arsenic,11.2,5.0,0.005,2240.0,3.3502480183341627,6.79,Oxic,8.2,2.8,512.0,1.19,0.5,0.96
Tumusla,December 2021,2021-12-02,Cadmium,0.21,0.25,0.00025,840.0,2.9242792860618816,6.79,Oxic,8.2,2.8,512.0,1.19,0.5,0.96
Tumusla,December 2021,2021-12-02,Lead,21.3,8.0,0.008,2662.5,3.4252896164467943,6.79,Oxic,8.2,2.8,512.0,1.19,0.5,0.96
Tumusla,December 2021,2021-12-02,Zinc,134.0,25.0,0.025,5360.0,3.72916478969277,6.79,Oxic,8.2,2.8,512.0,1.19,0.5,0.96
Tumusla,August 2022,2022-08-15,Arsenic,8.0,5.0,0.005,1600.0,3.2041199826559246,7.79,Oxic,7.9,2.65822,720.68,,,1.02
Tumusla,August 2022,2022-08-15,Cadmium,1.26,2.5,0.0025,504.0,2.7024305364455254,7.79,Oxic,7.9,2.65822,720.68,,,1.02
Tumusla,August 2022,2022-08-15,Lead,14.0,5.0,0.005,2800.0,3.4471580313422194,7.79,Oxic,7.9,2.65822,720.68,,,1.02
Tumusla,August 2022,2022-08-15,Zinc,99.51,90.0,0.09,1105.6666666666667,3.0436242167998198,7.79,Oxic,7.9,2.65822,720.68,,,1.02
Tumusla,August 2022,2022-08-15,Arsenic,8.43,5.0,0.005,1686.0,3.2268575702887237,7.79,Oxic,7.9,17.57262,322.09,,,1.02
Tumusla,August 2022,2022-08-15,Cadmium,1.36,2.5,0.0025,544.0,2.73559889969818,7.79,Oxic,7.9,17.57262,322.09,,,1.02
Tumusla,August 2022,2022-08-15,Lead,15.74,5.0,0.005,3148.0,3.498034723687027,7.79,Oxic,7.9,17.57262,322.09,,,1.02
Tumusla,August 2022,2022-08-15,Zinc,124.1,90.0,0.09,1378.888888888889,3.139529272059405,7.79,Oxic,7.9,17.57262,322.09,,,1.02
Tumusla,December 2023,2023-12-11,Arsenic,4.75,237.0,0.237,20.042194092827007,1.3019452636147628,5.42,Oxic,7.4,1.113,280.0,,,1.8
Tumusla,December 2023,2023-12-11,Cadmium,0.234,4.3,0.0043,54.418604651162795,1.7357474018305563,5.42,Oxic,7.4,1.113,280.0,,,1.8
Tumusla,December 2023,2023-12-11,Lead,16.6,545.0,0.545,30.458715596330276,1.4837115857634127,5.42,Oxic,7.4,1.113,280.0,,,1.8
Tumusla,December 2023,2023-12-11,Zinc,66.8,2830.0,2.83,23.60424028268551,1.3729900269512554,5.42,Oxic,7.4,1.113,280.0,,,1.8
Tumusla,December 2023,2023-12-11,Arsenic,5.47,237.0,0.237,23.08016877637131,1.363238980323327,5.42,Oxic,7.4,1.2433,304.0,,,1.8
Tumusla,December 2023,2023-12-11,Cadmium,0.236,4.3,0.0043,54.883720930232556,1.73944354739052,5.42,Oxic,7.4,1.2433,304.0,,,1.8
Tumusla,December 2023,2023-12-11,Lead,19.4,545.0,0.545,35.596330275229356,1.5514052276535837,5.42,Oxic,7.4,1.2433,304.0,,,1.8
Tumusla,December 2023,2023-12-11,Zinc,74.0,2830.0,2.83,26.148409893992934,1.417445284206686,5.42,Oxic,7.4,1.2433,304.0,,,1.8
Tumusla,August 2023,2023-08-07,Arsenic,19.6,5.0,0.005,3920.0,3.593286067020457,7.62,Oxic,7.02,2.8061,400.0,,,1.1
Tumusla,August 2023,2023-08-07,Cadmium,0.2,0.25,0.00025,800.0,2.9030899869919438,7.62,Oxic,7.02,2.8061,400.0,,,1.1
Tumusla,August 2023,2023-08-07,Lead,21.6,2.0,0.002,10800.0,4.033423755486949,7.62,Oxic,7.02,2.8061,400.0,,,1.1
Tumusla,August 2023,2023-08-07,Zinc,110.0,25.0,0.025,4400.0,3.6434526764861874,7.62,Oxic,7.02,2.8061,400.0,,,1.1
Tumusla,August 2023,2023-08-07,Arsenic,20.7,5.0,0.005,4140.0,3.617000341120899,7.62,Oxic,7.02,2.7,396.0,,,1.1
Tumusla,August 2023,2023-08-07,Cadmium,0.2,0.25,0.00025,800.0,2.9030899869919438,7.62,Oxic,7.02,2.7,396.0,,,1.1
Tumusla,August 2023,2023-08-07,Lead,23.9,2.0,0.002,11949.999999999998,4.077367905284157,7.62,Oxic,7.02,2.7,396.0,,,1.1
Tumusla,August 2023,2023-08-07,Zinc,132.0,25.0,0.025,5280.0,3.722633922533812,7.62,Oxic,7.02,2.7,396.0,,,1.1
Tumusla,February 2024,2024-02-27,Arsenic,14.0,133.0,0.133,105.26315789473684,2.0222763947111524,6.3,Oxic,8.3,4.8121,344.0,,,1.44
Tumusla,February 2024,2024-02-27,Cadmium,5.0,153.0,0.153,32.6797385620915,1.5142785735184199,6.3,Oxic,8.3,4.8121,344.0,,,1.44
Tumusla,February 2024,2024-02-27,Lead,20.0,1615.0,1.615,12.38390092879257,1.0928574689968595,6.3,Oxic,8.3,4.8121,344.0,,,1.44
Tumusla,February 2024,2024-02-27,Zinc,109.0,25.0,0.025,4360.0,3.639486489268586,6.3,Oxic,8.3,4.8121,344.0,,,1.44
Tumusla,February 2024,2024-02-27,Arsenic,21.0,133.0,0.133,157.89473684210526,2.1983676537668333,6.3,Oxic,8.3,4.8238,545.0,,,1.44
Tumusla,February 2024,2024-02-27,Cadmium,5.0,153.0,0.153,32.6797385620915,1.5142785735184199,6.3,Oxic,8.3,4.8238,545.0,,,1.44
Tumusla,February 2024,2024-02-27,Lead,31.0,1615.0,1.615,19.195046439628484,1.283189167167151,6.3,Oxic,8.3,4.8238,545.0,,,1.44
Tumusla,February 2024,2024-02-27,Zinc,196.0,25.0,0.025,7840.0,3.8943160626844384,6.3,Oxic,8.3,4.8238,545.0,,,1.44
Cotagaita,October 2017,2017-10-05,Arsenic,57.5,10.0,0.01,5750.0,3.7596678446896306,8.3,Oxic,7.6,2.79,466.0,1.94,0.5,0.43
Cotagaita,October 2017,2017-10-05,Cadmium,0.4,1.0,0.001,400.0,2.6020599913279625,8.3,Oxic,7.6,2.79,466.0,1.94,0.5,0.43
Cotagaita,October 2017,2017-10-05,Lead,29.5,3.0,0.003,9833.333333333334,3.9927007612585004,8.3,Oxic,7.6,2.79,466.0,1.94,0.5,0.43
Cotagaita,October 2017,2017-10-05,Zinc,159.0,56.0,0.056,2839.285714285714,3.453209097314251,8.3,Oxic,7.6,2.79,466.0,1.94,0.5,0.43
Cotagaita,October 2017,2017-10-05,Arsenic,38.6,10.0,0.01,3860.0,3.586587304671755,8.3,Oxic,7.6,2.3,526.0,1.43,0.5,0.43
Cotagaita,October 2017,2017-10-05,Cadmium,0.35,1.0,0.001,349.99999999999994,2.5440680443502757,8.3,Oxic,7.6,2.3,526.0,1.43,0.5,0.43
Cotagaita,October 2017,2017-10-05,Lead,22.1,3.0,0.003,7366.666666666667,3.8672710189654484,8.3,Oxic,7.6,2.3,526.0,1.43,0.5,0.43
Cotagaita,October 2017,2017-10-05,Zinc,132.0,56.0,0.056,2357.142857142857,3.3723859041996493,8.3,Oxic,7.6,2.3,526.0,1.43,0.5,0.43
Cotagaita,October 2017,2017-10-05,Arsenic,58.5,10.0,0.01,5850.0,3.7671558660821804,8.3,Oxic,7.5,3.01,315.0,1.86,0.5,0.8
Cotagaita,October 2017,2017-10-05,Cadmium,0.33,1.0,0.001,330.0,2.5185139398778875,8.3,Oxic,7.5,3.01,315.0,1.86,0.5,0.8
Cotagaita,October 2017,2017-10-05,Lead,25.8,3.0,0.003,8600.0,3.934498451243568,8.3,Oxic,7.5,3.01,315.0,1.86,0.5,0.8
Cotagaita,October 2017,2017-10-05,Zinc,113.0,56.0,0.056,2017.857142857143,3.3048904164772193,8.3,Oxic,7.5,3.01,315.0,1.86,0.5,0.8
Cotagaita,October 2017,2017-10-05,Arsenic,82.5,10.0,0.01,8250.0,3.916453948549925,8.3,Oxic,7.5,3.59,318.0,1.83,0.5,0.8
Cotagaita,October 2017,2017-10-05,Cadmium,0.26,1.0,0.001,260.0,2.4149733479708178,8.3,Oxic,7.5,3.59,318.0,1.83,0.5,0.8
Cotagaita,October 2017,2017-10-05,Lead,30.1,3.0,0.003,10033.333333333334,4.0014452408741805,8.3,Oxic,7.5,3.59,318.0,1.83,0.5,0.8
Cotagaita,October 2017,2017-10-05,Zinc,124.0,56.0,0.056,2214.285714285714,3.3452336581560345,8.3,Oxic,7.5,3.59,318.0,1.83,0.5,0.8
Cotagaita,October 2017,2017-10-05,Arsenic,63.1,10.0,0.01,6310.0,3.8000293592441343,8.3,Oxic,7.0,3.19,316.0,1.79,0.5,0.58
Cotagaita,October 2017,2017-10-05,Cadmium,0.34,1.0,0.001,340.0,2.531478917042255,8.3,Oxic,7.0,3.19,316.0,1.79,0.5,0.58
Cotagaita,October 2017,2017-10-05,Lead,27.1,3.0,0.003,9033.333333333334,3.9558480361547432,8.3,Oxic,7.0,3.19,316.0,1.79,0.5,0.58
Cotagaita,October 2017,2017-10-05,Zinc,106.0,56.0,0.056,1892.857142857143,3.2771178382585697,8.3,Oxic,7.0,3.19,316.0,1.79,0.5,0.58
Cotagaita,October 2017,2017-10-05,Arsenic,73.0,10.0,0.01,7300.0,3.863322860120456,8.3,Oxic,7.0,3.39,311.0,1.71,0.5,0.58
Cotagaita,October 2017,2017-10-05,Cadmium,0.3,1.0,0.001,300.0,2.4771212547196626,8.3,Oxic,7.0,3.39,311.0,1.71,0.5,0.58
Cotagaita,October 2017,2017-10-05,Lead,29.4,3.0,0.003,9800.0,3.9912260756924947,8.3,Oxic,7.0,3.39,311.0,1.71,0.5,0.58
Cotagaita,October 2017,2017-10-05,Zinc,116.0,56.0,0.056,2071.4285714285716,3.316269962220718,8.3,Oxic,7.0,3.39,311.0,1.71,0.5,0.58
Cotagaita,December 2021,2021-12-02,Arsenic,95.5,3.0,0.003,31833.333333333332,4.502882116864084,6.58,Oxic,7.4,4.09,366.0,1.55,0.5,1.07
Cotagaita,December 2021,2021-12-02,Cadmium,0.31,0.25,0.00025,1240.0,3.093421685162235,6.58,Oxic,7.4,4.09,366.0,1.55,0.5,1.07
Cotagaita,December 2021,2021-12-02,Lead,35.1,0.5,0.0005,70200.0,4.846337112129805,6.58,Oxic,7.4,4.09,366.0,1.55,0.5,1.07
Cotagaita,December 2021,2021-12-02,Zinc,131.0,25.0,0.025,5240.0,3.7193312869837265,6.58,Oxic,7.4,4.09,366.0,1.55,0.5,1.07
Cotagaita,December 2021,2021-12-02,Arsenic,96.7,3.0,0.003,32233.333333333332,4.508305219363339,6.58,Oxic,7.4,3.82,357.0,1.16,0.5,1.07
Cotagaita,December 2021,2021-12-02,Cadmium,0.23,0.25,0.00025,920.0,2.963787827345555,6.58,Oxic,7.4,3.82,357.0,1.16,0.5,1.07
Cotagaita,December 2021,2021-12-02,Lead,33.4,0.5,0.0005,66800.0,4.824776462475546,6.58,Oxic,7.4,3.82,357.0,1.16,0.5,1.07
Cotagaita,December 2021,2021-12-02,Zinc,142.0,25.0,0.025,5680.0,3.754348335711019,6.58,Oxic,7.4,3.82,357.0,1.16,0.5,1.07
Cotagaita,December 2021,2021-12-02,Arsenic,57.2,3.0,0.003,19066.666666666668,4.280274774073362,6.58,Oxic,7.3,3.41,402.0,1.47,0.5,1.38
Cotagaita,December 2021,2021-12-02,Cadmium,0.33,0.25,0.00025,1320.0,3.12057393120585,6.58,Oxic,7.3,3.41,402.0,1.47,0.5,1.38
Cotagaita,December 2021,2021-12-02,Lead,31.2,0.5,0.0005,62400.0,4.795184589682424,6.58,Oxic,7.3,3.41,402.0,1.47,0.5,1.38
Cotagaita,December 2021,2021-12-02,Zinc,119.0,25.0,0.025,4760.0,3.677606952720493,6.58,Oxic,7.3,3.41,402.0,1.47,0.5,1.38
Cotagaita,December 2021,2021-12-02,Arsenic,77.7,3.0,0.003,25900.0,4.413299764081252,6.58,Oxic,7.3,3.48,351.0,1.15,0.5,1.38
Cotagaita,December 2021,2021-12-02,Cadmium,0.24,0.25,0.00025,960.0,2.9822712330395684,6.58,Oxic,7.3,3.48,351.0,1.15,0.5,1.38
Cotagaita,December 2021,2021-12-02,Lead,33.8,0.5,0.0005,67600.0,4.8299466959416355,6.58,Oxic,7.3,3.48,351.0,1.15,0.5,1.38
Cotagaita,December 2021,2021-12-02,Zinc,127.0,25.0,0.025,5080.0,3.7058637122839193,6.58,Oxic,7.3,3.48,351.0,1.15,0.5,1.38
Cotagaita,August 2022,2022-08-15,Arsenic,53.66,13.0,0.013,4127.692307692308,3.6157073160290834,7.12,Oxic,7.3,0.857713,341.38,,,0.84
Cotagaita,August 2022,2022-08-15,Cadmium,1.75,2.5,0.0025,700.0,2.845098040014257,7.12,Oxic,7.3,0.857713,341.38,,,0.84
