Station,Campaign,Date,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,DO_mg_per_L,DO_Status,pH,Fe_%,Mn_mg_per_kg,Al_%,S_%,Organic_Matter_%
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,20.5,11.0,0.011,1863.6363636363637,3.2703611758975293,8.17,Oxic,8.2,1.45,466.0,1.37,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,187.0,447.0,0.447,418.34451901565996,2.6215340834045624,8.17,Oxic,8.2,1.45,466.0,1.37,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,20.8,43.0,0.043,483.7209302325582,2.684594879383175,8.17,Oxic,8.2,1.39,410.0,1.25,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.38,2.0,0.002,190.0,2.278753600952829,8.17,Oxic,8.2,1.39,410.0,1.25,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,18.1,11.0,0.011,1645.4545454545457,3.2162858897109596,8.17,Oxic,8.2,1.39,410.0,1.25,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,175.0,447.0,0.447,391.49888143176736,2.592730525554358,8.17,Oxic,8.2,1.39,410.0,1.25,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,24.3,43.0,0.043,565.1162790697675,2.752137818018726,8.17,Oxic,8.2,1.85,492.0,1.71,0.5,0.43
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.61,2.0,0.002,305.0,2.484299839346786,8.17,Oxic,8.2,1.85,492.0,1.71,0.5,0.43
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,22.4,11.0,0.011,2036.3636363636363,3.308855333175938,8.17,Oxic,8.2,1.85,492.0,1.71,0.5,0.43
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,248.0,447.0,0.447,554.8098434004474,2.7441441576942798,8.17,Oxic,8.2,1.85,492.0,1.71,0.5,0.43
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Arsenic,19.1,43.0,0.043,444.186046511628,2.647564911668141,8.17,Oxic,8.2,1.35,446.0,1.3,0.5,0.43
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Cadmium,0.35,2.0,0.002,174.99999999999997,2.2430380486862944,8.17,Oxic,8.2,1.35,446.0,1.3,0.5,0.43
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Lead,21.4,11.0,0.011,1945.4545454545455,3.2890210881909656,8.17,Oxic,8.2,1.35,446.0,1.3,0.5,0.43
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,2017-08-16,Zinc,201.0,447.0,0.447,449.66442953020135,2.6528885342885524,8.17,Oxic,8.2,1.35,446.0,1.3,0.5,0.43
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Arsenic,15.1,205.0,0.205,73.65853658536585,1.867223086237415,6.8,Oxic,8.3,2.31,389.0,0.92,0.5,0.63
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Cadmium,0.21,3.0,0.003,70.0,1.845098040014257,6.8,Oxic,8.3,2.31,389.0,0.92,0.5,0.63
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Lead,16.3,152.0,0.152,107.23684210526316,2.0303440164591855,6.8,Oxic,8.3,2.31,389.0,0.92,0.5,0.63
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Zinc,70.1,1088.0,1.088,64.43014705882352,1.8090891226044976,6.8,Oxic,8.3,2.31,389.0,0.92,0.5,0.63
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Arsenic,12.1,205.0,0.205,59.02439024390244,1.7710315092606959,6.8,Oxic,8.3,1.9,348.0,0.97,0.5,0.63
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Cadmium,0.17,3.0,0.003,56.66666666666667,1.7533276666586115,6.8,Oxic,8.3,1.9,348.0,0.97,0.5,0.63
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Lead,14.9,152.0,0.152,98.02631578947368,1.9913426804675014,6.8,Oxic,8.3,1.9,348.0,0.97,0.5,0.63
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Zinc,72.7,1088.0,1.088,66.81985294117646,1.8249055154968767,6.8,Oxic,8.3,1.9,348.0,0.97,0.5,0.63
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Arsenic,14.1,205.0,0.205,68.78048780487805,1.8374652515996257,6.8,Oxic,8.3,2.13,374.0,0.97,0.5,0.5
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Cadmium,0.16,3.0,0.003,53.333333333333336,1.7269987279362624,6.8,Oxic,8.3,2.13,374.0,0.97,0.5,0.5
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Lead,14.8,152.0,0.152,97.36842105263159,1.9884181274501849,6.8,Oxic,8.3,2.13,374.0,0.97,0.5,0.5
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Zinc,70.1,1088.0,1.088,64.43014705882352,1.8090891226044976,6.8,Oxic,8.3,2.13,374.0,0.97,0.5,0.5
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Arsenic,12.9,205.0,0.205,62.926829268292686,1.7988358492434946,6.8,Oxic,8.3,1.98,355.0,1.01,0.5,0.5
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Cadmium,0.15,3.0,0.003,50.0,1.6989700043360187,6.8,Oxic,8.3,1.98,355.0,1.01,0.5,0.5
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Lead,15.9,152.0,0.152,104.60526315789474,2.019553536375679,6.8,Oxic,8.3,1.98,355.0,1.01,0.5,0.5
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,2017-03-29,Zinc,74.2,1088.0,1.088,68.19852941176471,1.833775009916866,6.8,Oxic,8.3,1.98,355.0,1.01,0.5,0.5
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Arsenic,19.1,10.0,0.01,1910.0,3.2810333672477277,7.41,Oxic,8.2,3.11,508.0,1.5,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Cadmium,0.62,10.0,0.01,62.0,1.792391689498254,7.41,Oxic,8.2,3.11,508.0,1.5,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Lead,21.8,10.0,0.01,2180.0,3.3384564936046046,7.41,Oxic,8.2,3.11,508.0,1.5,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Zinc,256.0,1196.0,1.196,214.04682274247492,2.3305087856594575,7.41,Oxic,8.2,3.11,508.0,1.5,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Arsenic,19.5,10.0,0.01,1950.0,3.290034611362518,7.41,Oxic,8.2,2.59,489.0,1.66,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Cadmium,0.51,10.0,0.01,51.0,1.7075701760979363,7.41,Oxic,8.2,2.59,489.0,1.66,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Lead,20.6,10.0,0.01,2060.0,3.3138672203691533,7.41,Oxic,8.2,2.59,489.0,1.66,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Zinc,238.0,1196.0,1.196,198.99665551839465,2.2988457774041198,7.41,Oxic,8.2,2.59,489.0,1.66,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Arsenic,17.4,10.0,0.01,1739.9999999999998,3.2405492482825995,7.41,Oxic,8.2,1.84,423.0,1.23,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Cadmium,0.47,10.0,0.01,46.99999999999999,1.6720978579357173,7.41,Oxic,8.2,1.84,423.0,1.23,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Lead,22.2,10.0,0.01,2220.0,3.346352974450639,7.41,Oxic,8.2,1.84,423.0,1.23,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Zinc,206.0,1196.0,1.196,172.2408026755853,2.236136040716761,7.41,Oxic,8.2,1.84,423.0,1.23,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Arsenic,17.5,10.0,0.01,1750.0,3.2430380486862944,7.41,Oxic,8.2,2.02,389.0,1.73,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Cadmium,0.48,10.0,0.01,48.0,1.6812412373755872,7.41,Oxic,8.2,2.02,389.0,1.73,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Lead,22.7,10.0,0.01,2270.0,3.3560258571931225,7.41,Oxic,8.2,2.02,389.0,1.73,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,2018-05-21,Zinc,212.0,1196.0,1.196,177.25752508361205,2.2486046812763596,7.41,Oxic,8.2,2.02,389.0,1.73,0.5,0.18
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Arsenic,31.8,30.0,0.03,1060.0,3.0253058652647704,6.79,Oxic,8.2,2.35,438.0,0.9,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Cadmium,0.64,10.0,0.01,64.0,1.806179973983887,6.79,Oxic,8.2,2.35,438.0,0.9,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Lead,24.2,29.0,0.029,834.4827586206895,2.921417368081475,6.79,Oxic,8.2,2.35,438.0,0.9,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Zinc,234.0,403.0,0.403,580.6451612903226,2.7639108112690334,6.79,Oxic,8.2,2.35,438.0,0.9,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Arsenic,24.9,30.0,0.03,830.0,2.9190780923760737,6.79,Oxic,8.2,1.56,403.0,1.23,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Cadmium,0.44,10.0,0.01,44.0,1.6434526764861874,6.79,Oxic,8.2,1.56,403.0,1.23,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Lead,25.5,29.0,0.029,879.3103448275862,2.944142182534999,6.79,Oxic,8.2,1.56,403.0,1.23,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Zinc,217.0,403.0,0.403,538.4615384615385,2.73115468770742,6.79,Oxic,8.2,1.56,403.0,1.23,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Arsenic,24.9,30.0,0.03,830.0,2.9190780923760737,6.79,Oxic,8.2,1.67,393.0,1.21,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Cadmium,0.42,10.0,0.01,42.0,1.6232492903979006,6.79,Oxic,8.2,1.67,393.0,1.21,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Lead,22.6,29.0,0.029,779.3103448275862,2.8917104412484447,6.79,Oxic,8.2,1.67,393.0,1.21,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Zinc,225.0,403.0,0.403,558.3126550868486,2.746877471970253,6.79,Oxic,8.2,1.67,393.0,1.21,0.5,0.9
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Arsenic,19.4,30.0,0.03,646.6666666666666,2.8106804752105634,6.79,Oxic,8.1,2.0,389.0,1.11,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Cadmium,0.33,10.0,0.01,33.0,1.5185139398778875,6.79,Oxic,8.1,2.0,389.0,1.11,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Lead,20.1,29.0,0.029,693.1034482758621,2.840798059521533,6.79,Oxic,8.1,2.0,389.0,1.11,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Zinc,188.0,403.0,0.403,466.50124069478903,2.6688528031225704,6.79,Oxic,8.1,2.0,389.0,1.11,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Arsenic,17.3,30.0,0.03,576.6666666666667,2.760924848409133,6.79,Oxic,8.1,1.58,353.0,0.91,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Cadmium,0.67,10.0,0.01,67.0,1.8260748027008264,6.79,Oxic,8.1,1.58,353.0,0.91,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Lead,33.8,29.0,0.029,1165.5172413793102,3.0665187023786986,6.79,Oxic,8.1,1.58,353.0,0.91,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Zinc,216.0,403.0,0.403,535.9801488833747,2.7291487050098215,6.79,Oxic,8.1,1.58,353.0,0.91,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Arsenic,16.5,30.0,0.03,550.0,2.7403626894942437,6.79,Oxic,8.1,1.5,309.0,1.21,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Cadmium,0.33,10.0,0.01,33.0,1.5185139398778875,6.79,Oxic,8.1,1.5,309.0,1.21,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Lead,19.0,29.0,0.029,655.1724137931034,2.816355603053873,6.79,Oxic,8.1,1.5,309.0,1.21,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,September 2019,2019-09-24,Zinc,173.0,403.0,0.403,429.28039702233247,2.632741056987686,6.79,Oxic,8.1,1.5,309.0,1.21,0.5,1.07
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,15.0,10.0,0.01,1500.0,3.1760912590556813,6.95,Oxic,8.1,2.87,439.0,1.07,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.21,10.0,0.01,21.0,1.3222192947339193,6.95,Oxic,8.1,2.87,439.0,1.07,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,19.2,10.0,0.01,1920.0,3.2833012287035497,6.95,Oxic,8.1,2.87,439.0,1.07,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,88.5,575.0,0.575,153.91304347826087,2.187275426008195,6.95,Oxic,8.1,2.87,439.0,1.07,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,13.1,10.0,0.01,1310.0,3.1172712956557644,6.95,Oxic,8.1,2.28,383.0,1.38,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.14,10.0,0.01,14.000000000000002,1.1461280356782382,6.95,Oxic,8.1,2.28,383.0,1.38,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,17.5,10.0,0.01,1750.0,3.2430380486862944,6.95,Oxic,8.1,2.28,383.0,1.38,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,73.8,575.0,0.575,128.34782608695653,2.108388517133411,6.95,Oxic,8.1,2.28,383.0,1.38,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,13.0,10.0,0.01,1300.0,3.113943352306837,6.95,Oxic,8.1,1.85,327.0,0.88,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.16,10.0,0.01,16.0,1.2041199826559248,6.95,Oxic,8.1,1.85,327.0,0.88,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,15.7,10.0,0.01,1570.0,3.1958996524092336,6.95,Oxic,8.1,1.85,327.0,0.88,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,75.0,575.0,0.575,130.43478260869566,2.1153934187020695,6.95,Oxic,8.1,1.85,327.0,0.88,0.5,0.73
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,16.3,10.0,0.01,1630.0,3.2121876044039577,6.95,Oxic,8.1,2.32,378.0,0.82,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.15,10.0,0.01,15.0,1.1760912590556813,6.95,Oxic,8.1,2.32,378.0,0.82,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,16.9,10.0,0.01,1689.9999999999998,3.2278867046136734,6.95,Oxic,8.1,2.32,378.0,0.82,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,81.3,575.0,0.575,141.3913043478261,2.150422700904438,6.95,Oxic,8.1,2.32,378.0,0.82,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,13.5,10.0,0.01,1350.0,3.130333768495006,6.95,Oxic,8.1,1.81,315.0,1.14,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.19,10.0,0.01,19.0,1.2787536009528289,6.95,Oxic,8.1,1.81,315.0,1.14,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,19.6,10.0,0.01,1960.0,3.292256071356476,6.95,Oxic,8.1,1.81,315.0,1.14,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,77.3,575.0,0.575,134.43478260869566,2.1285116492286944,6.95,Oxic,8.1,1.81,315.0,1.14,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,13.7,10.0,0.01,1370.0,3.1367205671564067,6.95,Oxic,8.1,1.79,319.0,1.13,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.14,10.0,0.01,14.000000000000002,1.1461280356782382,6.95,Oxic,8.1,1.79,319.0,1.13,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,19.2,10.0,0.01,1920.0,3.2833012287035497,6.95,Oxic,8.1,1.79,319.0,1.13,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,77.1,575.0,0.575,134.08695652173913,2.1273865333613267,6.95,Oxic,8.1,1.79,319.0,1.13,0.5,0.52
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,10.2,10.0,0.01,1019.9999999999999,3.0086001717619175,6.95,Oxic,8.1,2.83,506.0,1.39,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.12,10.0,0.01,12.0,1.0791812460476249,6.95,Oxic,8.1,2.83,506.0,1.39,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,17.8,10.0,0.01,1780.0,3.250420002308894,6.95,Oxic,8.1,2.83,506.0,1.39,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,58.9,575.0,0.575,102.43478260869566,2.0104474500974714,6.95,Oxic,8.1,2.83,506.0,1.39,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,10.9,10.0,0.01,1090.0,3.037426497940624,6.95,Oxic,8.1,2.58,468.0,0.89,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.07,10.0,0.01,7.000000000000001,0.8450980400142569,6.95,Oxic,8.1,2.58,468.0,0.89,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,14.0,10.0,0.01,1400.0,3.146128035678238,6.95,Oxic,8.1,2.58,468.0,0.89,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,51.3,575.0,0.575,89.21739130434783,1.950449520422186,6.95,Oxic,8.1,2.58,468.0,0.89,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Arsenic,12.4,10.0,0.01,1240.0,3.093421685162235,6.95,Oxic,8.1,2.17,397.0,1.15,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Cadmium,0.14,10.0,0.01,14.000000000000002,1.1461280356782382,6.95,Oxic,8.1,2.17,397.0,1.15,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Lead,29.2,10.0,0.01,2920.0,3.4653828514484184,6.95,Oxic,8.1,2.17,397.0,1.15,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,2019-04-23,Zinc,66.4,575.0,0.575,115.47826086956523,2.062500234678387,6.95,Oxic,8.1,2.17,397.0,1.15,0.5,0.72
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Arsenic,26.1,34.0,0.034,767.6470588235294,2.885161590296026,6.28,Oxic,8.5,3.09,469.0,1.53,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Cadmium,0.42,10.0,0.01,42.0,1.6232492903979006,6.28,Oxic,8.5,3.09,469.0,1.53,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Lead,20.4,40.0,0.04,509.99999999999994,2.7075701760979363,6.28,Oxic,8.5,3.09,469.0,1.53,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Zinc,90.2,512.0,0.512,176.171875,2.245936576566111,6.28,Oxic,8.5,3.09,469.0,1.53,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Arsenic,50.4,34.0,0.034,1482.3529411764705,3.17095161940327,6.28,Oxic,8.5,2.54,386.0,1.14,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Cadmium,1.13,10.0,0.01,112.99999999999999,2.0530784434834195,6.28,Oxic,8.5,2.54,386.0,1.14,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Lead,17.4,40.0,0.04,434.99999999999994,2.6384892569546374,6.28,Oxic,8.5,2.54,386.0,1.14,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Zinc,83.5,512.0,0.512,163.0859375,2.212416514507771,6.28,Oxic,8.5,2.54,386.0,1.14,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Arsenic,17.4,34.0,0.034,511.76470588235287,2.7090703312403446,6.28,Oxic,8.5,1.96,362.0,0.96,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Cadmium,0.18,10.0,0.01,18.0,1.255272505103306,6.28,Oxic,8.5,1.96,362.0,0.96,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Lead,16.0,40.0,0.04,400.0,2.6020599913279625,6.28,Oxic,8.5,1.96,362.0,0.96,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Zinc,71.8,512.0,0.512,140.234375,2.1468544832664698,6.28,Oxic,8.5,1.96,362.0,0.96,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Arsenic,22.4,34.0,0.034,658.8235294117646,2.818769101291908,6.28,Oxic,8.5,1.61,301.0,1.18,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Cadmium,0.26,10.0,0.01,26.0,1.414973347970818,6.28,Oxic,8.5,1.61,301.0,1.18,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Lead,15.2,40.0,0.04,380.0,2.57978359661681,6.28,Oxic,8.5,1.61,301.0,1.18,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Zinc,71.8,512.0,0.512,140.234375,2.1468544832664698,6.28,Oxic,8.5,1.61,301.0,1.18,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Arsenic,11.2,34.0,0.034,329.4117647058823,2.5177391056279266,6.28,Oxic,8.5,2.74,398.0,1.43,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Cadmium,0.12,10.0,0.01,12.0,1.0791812460476249,6.28,Oxic,8.5,2.74,398.0,1.43,0.5,1.15
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,2019-03-12,Lead,13.1,40.0,0.04,327.5,2.515211304327802,6.28,Oxic,8.5,2.74,398.0,1.43,0.5,1.15
