Station,Campaign,Metal,Sediment_Median_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,pH,Clay_%,Sand_%,Organic_Matter_%,DO_mg_per_L,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Location
Puente Mendez,October 2017,Arsenic,5.6,22.0,0.022,254.54545454545453,2.405765346183994,8.1,1.0,80.93,0.58,8.32,1.51,284.0,1.05,0.5,0.45,0.032,Bolivia (Non-Mining)
Puente Mendez,October 2017,Cadmium,0.09,1.0,0.001,90.0,1.954242509439325,8.1,1.0,80.93,0.58,8.32,1.51,284.0,1.05,0.5,0.45,0.032,Bolivia (Non-Mining)
Puente Mendez,October 2017,Lead,10.2,5.0,0.005,2039.9999999999998,3.3096301674258988,8.1,1.0,80.93,0.58,8.32,1.51,284.0,1.05,0.5,0.45,0.032,Bolivia (Non-Mining)
Puente Mendez,October 2017,Zinc,41.9,99.0,0.099,423.2323232323232,2.6265788283687455,8.1,1.0,80.93,0.58,8.32,1.51,284.0,1.05,0.5,0.45,0.032,Bolivia (Non-Mining)
San Antonio - Potosí,August 2022,Arsenic,321.54999999999995,151.0,0.151,2129.4701986754962,3.328271566625617,5.6,2.0,46.6,4.32,8.62,2.0185,479.575,,,,,Potosí (Mining Zone)
San Antonio - Potosí,August 2022,Cadmium,19.875,33.0,0.033,602.2727272727273,2.7797931974506205,5.6,2.0,46.6,4.32,8.62,2.0185,479.575,,,,,Potosí (Mining Zone)
San Antonio - Potosí,August 2022,Lead,769.49,17.0,0.017,45264.11764705882,4.6557540588996345,5.6,2.0,46.6,4.32,8.62,2.0185,479.575,,,,,Potosí (Mining Zone)
San Antonio - Potosí,August 2022,Zinc,1329.1200000000001,9774.0,9.774,135.9852670349908,2.1334918584290086,5.6,2.0,46.6,4.32,8.62,2.0185,479.575,,,,,Potosí (Mining Zone)
San Antonio - Potosí,August 2023,Arsenic,88.35,157.0,0.157,562.7388535031847,2.7503069014335493,7.0,2.0,45.24,0.02,5.35,18816.0,240.7,,,,,Potosí (Mining Zone)
San Antonio - Potosí,August 2023,Cadmium,0.125,16.8,0.016800000000000002,7.44047619047619,0.8716007312821935,7.0,2.0,45.24,0.02,5.35,18816.0,240.7,,,,,Potosí (Mining Zone)
San Antonio - Potosí,August 2023,Lead,42.915,85.0,0.085,504.8823529411764,2.703190191146651,7.0,2.0,45.24,0.02,5.35,18816.0,240.7,,,,,Potosí (Mining Zone)
San Antonio - Potosí,August 2023,Zinc,93.85,6755.0,6.755,13.89341228719467,1.1428089235993157,7.0,2.0,45.24,0.02,5.35,18816.0,240.7,,,,,Potosí (Mining Zone)
San Antonio - Potosí,December 2023,Arsenic,383.0,221.0,0.221,1733.0316742081448,3.2388065002835122,6.9,0.0,92.05,3.47,5.5,2.10825,275.5,,,,,Potosí (Mining Zone)
San Antonio - Potosí,December 2023,Cadmium,15.969999999999999,37.1,0.0371,430.4582210242587,2.633931006523437,6.9,0.0,92.05,3.47,5.5,2.10825,275.5,,,,,Potosí (Mining Zone)
San Antonio - Potosí,December 2023,Lead,295.5,104.0,0.104,2841.346153846154,3.453524145918494,6.9,0.0,92.05,3.47,5.5,2.10825,275.5,,,,,Potosí (Mining Zone)
San Antonio - Potosí,December 2023,Zinc,4242.5,31362.0,31.362,135.27517377718257,2.131218100508319,6.9,0.0,92.05,3.47,5.5,2.10825,275.5,,,,,Potosí (Mining Zone)
San Antonio - Potosí,February 2024,Arsenic,250.0,22.0,0.022,11363.636363636364,4.055517327849832,7.1,27.4,35.1,4.17,6.01,4.610250000000001,336.5,,,,,Potosí (Mining Zone)
San Antonio - Potosí,February 2024,Cadmium,10.5,924.0,0.924,11.363636363636363,1.0555173278498313,7.1,27.4,35.1,4.17,6.01,4.610250000000001,336.5,,,,,Potosí (Mining Zone)
San Antonio - Potosí,February 2024,Lead,212.0,529.0,0.529,400.7561436672968,2.6028801888935655,7.1,27.4,35.1,4.17,6.01,4.610250000000001,336.5,,,,,Potosí (Mining Zone)
San Antonio - Potosí,February 2024,Zinc,3324.0,25.0,0.025,132960.0,5.123721006440036,7.1,27.4,35.1,4.17,6.01,4.610250000000001,336.5,,,,,Potosí (Mining Zone)
San Antonio - Potosí,October 2017,Arsenic,356.0,145.0,0.145,2455.1724137931037,3.3900819957379005,7.2,0.0,96.93,0.8,7.12,3.875,272.0,1.5,1.75,0.5800000000000001,0.15050000000000002,Potosí (Mining Zone)
San Antonio - Potosí,October 2017,Cadmium,10.22,18.0,0.018,567.7777777777778,2.754178390695388,7.2,0.0,96.93,0.8,7.12,3.875,272.0,1.5,1.75,0.5800000000000001,0.15050000000000002,Potosí (Mining Zone)
San Antonio - Potosí,October 2017,Lead,411.5,57.0,0.057,7219.298245614034,3.858494983875797,7.2,0.0,96.93,0.8,7.12,3.875,272.0,1.5,1.75,0.5800000000000001,0.15050000000000002,Potosí (Mining Zone)
San Antonio - Potosí,October 2017,Zinc,1800.0,4396.0,4.396,409.4631483166515,2.612214821351853,7.2,0.0,96.93,0.8,7.12,3.875,272.0,1.5,1.75,0.5800000000000001,0.15050000000000002,Potosí (Mining Zone)
San Josecito,August 2022,Arsenic,8.08,5.0,0.005,1616.0,3.208441356438567,8.0,1.0,83.05,0.54,,2.2831025499999997,173.2,,,,,Bolivia (Non-Mining)
San Josecito,August 2022,Cadmium,0.9450000000000001,2.5,0.0025,378.0,2.5774917998372255,8.0,1.0,83.05,0.54,,2.2831025499999997,173.2,,,,,Bolivia (Non-Mining)
San Josecito,August 2022,Lead,9.985,29.0,0.029,344.31034482758616,2.536950071307765,8.0,1.0,83.05,0.54,,2.2831025499999997,173.2,,,,,Bolivia (Non-Mining)
San Josecito,August 2022,Zinc,57.0,378.0,0.378,150.79365079365078,2.178383055835266,8.0,1.0,83.05,0.54,,2.2831025499999997,173.2,,,,,Bolivia (Non-Mining)
San Josecito,December 2023,Arsenic,22.59,86.0,0.086,262.6744186046512,2.4194177796767953,8.0,0.0,89.14,0.57,7.47,0.74605,204.0,,,,,Bolivia (Non-Mining)
San Josecito,December 2023,Cadmium,0.142,3.8,0.0038,37.368421052631575,1.5725047477662464,8.0,0.0,89.14,0.57,7.47,0.74605,204.0,,,,,Bolivia (Non-Mining)
San Josecito,December 2023,Lead,13.2,263.0,0.263,50.19011406844106,1.700618182716092,8.0,0.0,89.14,0.57,7.47,0.74605,204.0,,,,,Bolivia (Non-Mining)
San Josecito,December 2023,Zinc,40.0,1128.0,1.128,35.46099290780142,1.5497508916806388,8.0,0.0,89.14,0.57,7.47,0.74605,204.0,,,,,Bolivia (Non-Mining)
San Josecito,February 2024,Arsenic,20.0,109.0,0.109,183.4862385321101,2.2636034977233574,8.6,24.6,65.4,1.4,7.74,4.10755,315.5,,,,,Bolivia (Non-Mining)
San Josecito,February 2024,Cadmium,5.0,134.0,0.134,37.31343283582089,1.571865205971211,8.6,24.6,65.4,1.4,7.74,4.10755,315.5,,,,,Bolivia (Non-Mining)
San Josecito,February 2024,Lead,19.0,593.0,0.593,32.04047217537943,1.5056989075885663,8.6,24.6,65.4,1.4,7.74,4.10755,315.5,,,,,Bolivia (Non-Mining)
San Josecito,February 2024,Zinc,85.0,25.0,0.025,3400.0,3.531478917042255,8.6,24.6,65.4,1.4,7.74,4.10755,315.5,,,,,Bolivia (Non-Mining)
San Josecito,May 2019,Arsenic,11.75,10.0,0.01,1175.0,3.070037866607755,8.25,4.5,86.57,1.025,8.98,2.1500000000000004,229.0,1.33,0.5,0.405,0.051500000000000004,Bolivia (Non-Mining)
San Josecito,May 2019,Cadmium,0.13,10.0,0.01,13.0,1.1139433523068367,8.25,4.5,86.57,1.025,8.98,2.1500000000000004,229.0,1.33,0.5,0.405,0.051500000000000004,Bolivia (Non-Mining)
San Josecito,May 2019,Lead,15.1,10.0,0.01,1510.0,3.1789769472931693,8.25,4.5,86.57,1.025,8.98,2.1500000000000004,229.0,1.33,0.5,0.405,0.051500000000000004,Bolivia (Non-Mining)
San Josecito,May 2019,Zinc,68.94999999999999,28.0,0.028,2462.4999999999995,3.391376239169649,8.25,4.5,86.57,1.025,8.98,2.1500000000000004,229.0,1.33,0.5,0.405,0.051500000000000004,Bolivia (Non-Mining)
San Josecito,November 2021,Arsenic,11.25,4.0,0.004,2812.5,3.449092531119419,7.15,2.75,7.13,2.345,7.91,3.52,527.0,2.66,0.5,0.415,0.053,Bolivia (Non-Mining)
San Josecito,November 2021,Cadmium,0.11,0.25,0.00025,440.0,2.6434526764861874,7.15,2.75,7.13,2.345,7.91,3.52,527.0,2.66,0.5,0.415,0.053,Bolivia (Non-Mining)
San Josecito,November 2021,Lead,24.35,4.0,0.004,6087.5,3.7844389742226907,7.15,2.75,7.13,2.345,7.91,3.52,527.0,2.66,0.5,0.415,0.053,Bolivia (Non-Mining)
San Josecito,November 2021,Zinc,86.35,25.0,0.025,3453.9999999999995,3.5383223332314397,7.15,2.75,7.13,2.345,7.91,3.52,527.0,2.66,0.5,0.415,0.053,Bolivia (Non-Mining)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,Arsenic,6.45,18.0,0.018,358.33333333333337,2.5542872095319615,8.350000000000001,,,0.435,6.18,1.935,368.5,1.0,0.5,0.255,0.039,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,Cadmium,0.045,0.5,0.0005,90.0,1.954242509439325,8.350000000000001,,,0.435,6.18,1.935,368.5,1.0,0.5,0.255,0.039,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,Lead,16.5,36.0,0.036,458.33333333333337,2.661181443446619,8.350000000000001,,,0.435,6.18,1.935,368.5,1.0,0.5,0.255,0.039,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,Zinc,40.1,137.0,0.137,292.7007299270073,2.4664238054637755,8.350000000000001,,,0.435,6.18,1.935,368.5,1.0,0.5,0.255,0.039,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,Arsenic,8.5,10.0,0.01,850.0,2.929418925714293,8.3,2.0,75.18,0.57,6.38,2.44,434.5,0.845,0.5,0.36,0.0465,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,Cadmium,0.095,10.0,0.01,9.5,0.9777236052888477,8.3,2.0,75.18,0.57,6.38,2.44,434.5,0.845,0.5,0.36,0.0465,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,Lead,27.700000000000003,30.0,0.03,923.3333333333335,2.965358514344786,8.3,2.0,75.18,0.57,6.38,2.44,434.5,0.845,0.5,0.36,0.0465,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,Zinc,43.05,167.0,0.167,257.78443113772454,2.4112566846420904,8.3,2.0,75.18,0.57,6.38,2.44,434.5,0.845,0.5,0.36,0.0465,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,Arsenic,5.7,2.0,0.002,2850.0,3.45484486000851,8.1,,,,6.78,2.1900000000000004,671.5,1.0,0.5,0.44,0.0515,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,Cadmium,1.335,2.0,0.002,667.5,2.824451270036613,8.1,,,,6.78,2.1900000000000004,671.5,1.0,0.5,0.44,0.0515,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,Lead,18.6,4.0,0.004,4650.0,3.667452952889954,8.1,,,,6.78,2.1900000000000004,671.5,1.0,0.5,0.44,0.0515,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,Zinc,169.5,163.0,0.163,1039.8773006134968,3.016982098135143,8.1,,,,6.78,2.1900000000000004,671.5,1.0,0.5,0.44,0.0515,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,Arsenic,6.6,10.0,0.01,660.0,2.8195439355418688,8.295,1.0,82.93,0.85,6.44,2.58,635.0,0.99,0.5,0.41,0.048,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,Cadmium,0.38,0.5,0.0005,760.0,2.8808135922807914,8.295,1.0,82.93,0.85,6.44,2.58,635.0,0.99,0.5,0.41,0.048,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,Lead,13.4,1.0,0.001,13400.0,4.127104798364807,8.295,1.0,82.93,0.85,6.44,2.58,635.0,0.99,0.5,0.41,0.048,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,Zinc,87.2,41.0,0.041,2126.829268292683,3.3277326282128317,8.295,1.0,82.93,0.85,6.44,2.58,635.0,0.99,0.5,0.41,0.048,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,Arsenic,6.5,0.5,0.0005,13000.0,4.113943352306837,7.4,0.5,69.66,0.32,6.4,2.5949999999999998,660.5,0.72,0.5,0.32499999999999996,0.0405,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,Cadmium,0.6699999999999999,0.25,0.00025,2679.9999999999995,3.428134794028789,7.4,0.5,69.66,0.32,6.4,2.5949999999999998,660.5,0.72,0.5,0.32499999999999996,0.0405,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,Lead,16.9,0.5,0.0005,33800.0,4.528916700277655,7.4,0.5,69.66,0.32,6.4,2.5949999999999998,660.5,0.72,0.5,0.32499999999999996,0.0405,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,Zinc,74.44999999999999,25.0,0.025,2977.9999999999995,3.473924693416157,7.4,0.5,69.66,0.32,6.4,2.5949999999999998,660.5,0.72,0.5,0.32499999999999996,0.0405,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Arsenic,3.75,5.0,0.005,750.0,2.8750612633917,8.0,1.0,65.46,0.84,6.61,13145.522634500001,329.305,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Cadmium,1.7650000000000001,2.5,0.0025,706.0,2.8488047010518036,8.0,1.0,65.46,0.84,6.61,13145.522634500001,329.305,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Lead,7.0600000000000005,5.0,0.005,1412.0,3.149834696715785,8.0,1.0,65.46,0.84,6.61,13145.522634500001,329.305,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Zinc,48.635000000000005,331.0,0.331,146.93353474320242,2.167120926435782,8.0,1.0,65.46,0.84,6.61,13145.522634500001,329.305,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Arsenic,39.2,2.0,0.002,19600.0,4.292256071356476,7.8,1.0,52.62,0.3,6.57,1.8221,622.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Cadmium,1.6800000000000002,2.4,0.0024,700.0000000000001,2.845098040014257,7.8,1.0,52.62,0.3,6.57,1.8221,622.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Lead,29.5,2.0,0.002,14750.0,4.168792020314182,7.8,1.0,52.62,0.3,6.57,1.8221,622.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Zinc,528.0,306.0,0.306,1725.4901960784314,3.2369124960522324,7.8,1.0,52.62,0.3,6.57,1.8221,622.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,Arsenic,87.55,0.5,0.0005,175100.0,5.243286146083446,8.4,1.0,73.66,0.27,5.62,2.165,511.0,1.0950000000000002,0.5,0.635,0.04,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,Cadmium,1.56,0.25,0.00025,6240.0,3.795184589682424,8.4,1.0,73.66,0.27,5.62,2.165,511.0,1.0950000000000002,0.5,0.635,0.04,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,Lead,61.2,1.0,0.001,61200.0,4.786751422145561,8.4,1.0,73.66,0.27,5.62,2.165,511.0,1.0950000000000002,0.5,0.635,0.04,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2020,Zinc,404.15,25.0,0.025,16165.999999999998,4.208602574462532,8.4,1.0,73.66,0.27,5.62,2.165,511.0,1.0950000000000002,0.5,0.635,0.04,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,Arsenic,5.0,5.0,0.005,1000.0,3.0,7.7,0.5,52.5,0.8,6.21,1.344,290.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,Cadmium,0.5,0.005,5e-06,99999.99999999999,5.0,7.7,0.5,52.5,0.8,6.21,1.344,290.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,Lead,10.0,0.5,0.0005,20000.0,4.301029995663981,7.7,0.5,52.5,0.8,6.21,1.344,290.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2022,Zinc,39.5,10.0,0.01,3950.0,3.59659709562646,7.7,0.5,52.5,0.8,6.21,1.344,290.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Arsenic,2.43,4.0,0.004,607.5,2.7835462822703496,8.0,0.0,80.07,0.7,5.62,1.00415,381.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Cadmium,0.0765,0.25,0.00025,306.0,2.48572142648158,8.0,0.0,80.07,0.7,5.62,1.00415,381.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Lead,11.8,4.0,0.004,2950.0,3.469822015978163,8.0,0.0,80.07,0.7,5.62,1.00415,381.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,December 2023,Zinc,24.5,25.0,0.025,980.0,2.9912260756924947,8.0,0.0,80.07,0.7,5.62,1.00415,381.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Arsenic,5.0,53.0,0.053,94.33962264150944,1.9746941347352298,7.6,24.2,35.1,1.56,6.34,4.1728,643.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Cadmium,5.0,61.0,0.061,81.9672131147541,1.9136401693252518,7.6,24.2,35.1,1.56,6.34,4.1728,643.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Lead,8.5,86.0,0.086,98.83720930232559,1.994920474470725,7.6,24.2,35.1,1.56,6.34,4.1728,643.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,February 2024,Zinc,40.5,25.0,0.025,1620.0,3.2095150145426308,7.6,24.2,35.1,1.56,6.34,4.1728,643.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Arsenic,5.0,95.0,0.095,52.63157894736842,1.721246399047171,7.3,28.2,45.0,1.24,6.94,3.7356499999999997,1315.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Cadmium,5.0,345.0,0.345,14.492753623188406,1.1611509092627448,7.3,28.2,45.0,1.24,6.94,3.7356499999999997,1315.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Lead,14.0,6.0,0.006,2333.3333333333335,3.3679767852945943,7.3,28.2,45.0,1.24,6.94,3.7356499999999997,1315.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,June 2024,Zinc,216.5,4.0,0.004,54125.0,4.733397909361422,7.3,28.2,45.0,1.24,6.94,3.7356499999999997,1315.5,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,Arsenic,7.85,37.0,0.037,212.16216216216216,2.3266679326782573,8.2,2.0,83.24000000000001,0.41000000000000003,6.55,2.49,461.5,0.785,0.5,0.30000000000000004,0.044,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,Cadmium,0.1,0.5,0.0005,200.0,2.3010299956639813,8.2,2.0,83.24000000000001,0.41000000000000003,6.55,2.49,461.5,0.785,0.5,0.30000000000000004,0.044,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,Lead,15.05,103.0,0.103,146.11650485436894,2.16469927522469,8.2,2.0,83.24000000000001,0.41000000000000003,6.55,2.49,461.5,0.785,0.5,0.30000000000000004,0.044,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2017,Zinc,50.3,276.0,0.276,182.2463768115942,2.2606589029907096,8.2,2.0,83.24000000000001,0.41000000000000003,6.55,2.49,461.5,0.785,0.5,0.30000000000000004,0.044,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,Arsenic,7.85,10.0,0.01,785.0,2.8948696567452528,8.4,4.0,79.5,1.58,5.73,2.585,471.0,0.8300000000000001,0.5,0.32999999999999996,0.0545,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,Cadmium,0.060000000000000005,10.0,0.01,6.0,0.7781512503836436,8.4,4.0,79.5,1.58,5.73,2.585,471.0,0.8300000000000001,0.5,0.32999999999999996,0.0545,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,Lead,12.55,62.0,0.062,202.4193548387097,2.3062520363188033,8.4,4.0,79.5,1.58,5.73,2.585,471.0,0.8300000000000001,0.5,0.32999999999999996,0.0545,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,March 2019,Zinc,37.8,240.0,0.24,157.5,2.197280558125619,8.4,4.0,79.5,1.58,5.73,2.585,471.0,0.8300000000000001,0.5,0.32999999999999996,0.0545,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,Arsenic,7.15,41.0,0.041,174.39024390243904,2.241522185081345,8.3,1.0,86.93,0.4,6.49,2.975,804.0,1.32,0.5,0.475,0.0535,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,Cadmium,0.5,10.0,0.01,50.0,1.6989700043360187,8.3,1.0,86.93,0.4,6.49,2.975,804.0,1.32,0.5,0.475,0.0535,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,Lead,18.1,10.0,0.01,1810.0,3.2576785748691846,8.3,1.0,86.93,0.4,6.49,2.975,804.0,1.32,0.5,0.475,0.0535,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2018,Zinc,94.9,135.0,0.135,702.9629629629629,2.8469324439322867,8.3,1.0,86.93,0.4,6.49,2.975,804.0,1.32,0.5,0.475,0.0535,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Arsenic,15.350000000000001,5.0,0.005,3070.0,3.4871383754771865,7.9,3.0,67.66,0.25,6.8,2.925,754.0,0.6799999999999999,0.5,0.36,0.052,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Cadmium,1.385,5.0,0.005,277.0,2.4424797690644486,7.9,3.0,67.66,0.25,6.8,2.925,754.0,0.6799999999999999,0.5,0.36,0.052,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Lead,17.35,5.0,0.005,3470.0,3.5403294747908736,7.9,3.0,67.66,0.25,6.8,2.925,754.0,0.6799999999999999,0.5,0.36,0.052,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,May 2022,Zinc,90.85,216.0,0.216,420.60185185185185,2.623871180493122,7.9,3.0,67.66,0.25,6.8,2.925,754.0,0.6799999999999999,0.5,0.36,0.052,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,Arsenic,5.9,1.5,0.0015,3933.3333333333335,3.594760752586463,8.1,1.0,64.7,2.03,5.63,2.505,431.5,0.895,0.5,0.31,0.036500000000000005,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,Cadmium,0.055,0.5,0.0005,110.0,2.041392685158225,8.1,1.0,64.7,2.03,5.63,2.505,431.5,0.895,0.5,0.31,0.036500000000000005,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,Lead,13.5,5.0,0.005,2700.0,3.4313637641589874,8.1,1.0,64.7,2.03,5.63,2.505,431.5,0.895,0.5,0.31,0.036500000000000005,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,Zinc,42.75,39.0,0.039,1096.1538461538462,3.0398715120376925,8.1,1.0,64.7,2.03,5.63,2.505,431.5,0.895,0.5,0.31,0.036500000000000005,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,Arsenic,4.25,10.0,0.01,425.0,2.6283889300503116,7.8,1.0,87.93,0.7,5.99,2.14,473.5,1.02,0.5,0.5449999999999999,0.0595,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,Cadmium,0.105,1.0,0.001,105.0,2.0211892990699383,7.8,1.0,87.93,0.7,5.99,2.14,473.5,1.02,0.5,0.5449999999999999,0.0595,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,Lead,12.2,1.0,0.001,12199.999999999998,4.086359830674748,7.8,1.0,87.93,0.7,5.99,2.14,473.5,1.02,0.5,0.5449999999999999,0.0595,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2017,Zinc,40.099999999999994,10.0,0.01,4009.9999999999995,3.603144372620182,7.8,1.0,87.93,0.7,5.99,2.14,473.5,1.02,0.5,0.5449999999999999,0.0595,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Arsenic,8.850000000000001,4.0,0.004,2212.5000000000005,3.344883279369863,7.9,0.0,46.25,1.85,6.04,1.93975,2358.0,,,,,Potosí (Mining Zone)
Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,October 2023,Cadmium,9.672,1.3,0.0013,7440.000000000001,3.8715729355458786,7.9,0.0,46.25,1.85,6.04,1.93975,2358.0,,,,,Potosí (Mining Zone)
