Station,Campaign,Metal,Sediment_Median_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,pH,Clay_%,Sand_%,Organic_Matter_%,DO_mg_per_L,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Location
Misión La Paz - SNIH,November 2016,Cadmium,0.14,0.5,0.0005,280.0,2.4471580313422194,7.8,6.0,87.5,2.08,7.69,2.72,309.0,1.74,0.5,0.49,0.041,Argentina/Paraguay
Misión La Paz - SNIH,November 2016,Lead,18.1,54.0,0.054,335.1851851851852,2.525284815046216,7.8,6.0,87.5,2.08,7.69,2.72,309.0,1.74,0.5,0.49,0.041,Argentina/Paraguay
Misión La Paz - SNIH,November 2016,Zinc,80.6,193.0,0.193,417.6165803108808,2.620777732797317,7.8,6.0,87.5,2.08,7.69,2.72,309.0,1.74,0.5,0.49,0.041,Argentina/Paraguay
Misión La Paz - SNIH,November 2021,Arsenic,12.8,69.0,0.069,185.5072463768116,2.268360878910613,8.05,1.0,21.654999999999998,0.9500000000000001,8.11,2.925,336.5,1.3399999999999999,0.5,0.55,0.0545,Argentina/Paraguay
Misión La Paz - SNIH,November 2021,Cadmium,0.19,1.0,0.001,190.0,2.278753600952829,8.05,1.0,21.654999999999998,0.9500000000000001,8.11,2.925,336.5,1.3399999999999999,0.5,0.55,0.0545,Argentina/Paraguay
Misión La Paz - SNIH,November 2021,Lead,22.0,189.0,0.189,116.4021164021164,2.065960876648962,8.05,1.0,21.654999999999998,0.9500000000000001,8.11,2.925,336.5,1.3399999999999999,0.5,0.55,0.0545,Argentina/Paraguay
Misión La Paz - SNIH,November 2021,Zinc,83.05,590.0,0.59,140.76271186440678,2.148487625145269,8.05,1.0,21.654999999999998,0.9500000000000001,8.11,2.925,336.5,1.3399999999999999,0.5,0.55,0.0545,Argentina/Paraguay
Misión La Paz - SNIH,November 2023,Arsenic,6.42,162.0,0.162,39.629629629629626,1.5980200135262224,8.0,0.0,80.75,1.92,5.33,1.44935,377.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,November 2023,Cadmium,0.2205,3.2,0.0032,68.90625,1.8382586154839513,8.0,0.0,80.75,1.92,5.33,1.44935,377.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,November 2023,Lead,20.35,443.0,0.443,45.93679458239278,1.6621606873381694,8.0,0.0,80.75,1.92,5.33,1.44935,377.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,November 2023,Zinc,62.85,1379.0,1.379,45.57650471356055,1.6587410158461269,8.0,0.0,80.75,1.92,5.33,1.44935,377.5,,,,,Argentina/Paraguay
Misión La Paz - SNIH,October 2023,Arsenic,2.9299999999999997,8.0,0.008,366.24999999999994,2.563777633362166,7.73,0.0,91.68,0.38,7.58,0.18955,70.655,,,,,Argentina/Paraguay
Misión La Paz - SNIH,October 2023,Cadmium,0.194,0.25,0.00025,776.0,2.8898617212581885,7.73,0.0,91.68,0.38,7.58,0.18955,70.655,,,,,Argentina/Paraguay
Misión La Paz - SNIH,October 2023,Lead,5.34,3.0,0.003,1780.0,3.250420002308894,7.73,0.0,91.68,0.38,7.58,0.18955,70.655,,,,,Argentina/Paraguay
Misión La Paz - SNIH,October 2023,Zinc,12.295,25.0,0.025,491.79999999999995,2.6917885244026984,7.73,0.0,91.68,0.38,7.58,0.18955,70.655,,,,,Argentina/Paraguay
Misión La Paz - SNIH,September 2019,Arsenic,10.15,10.0,0.01,1015.0,3.0064660422492318,8.4,2.0,53.400000000000006,1.725,7.67,2.505,332.0,1.48,0.5,0.515,0.041999999999999996,Argentina/Paraguay
Misión La Paz - SNIH,September 2019,Cadmium,0.125,10.0,0.01,12.5,1.0969100130080565,8.4,2.0,53.400000000000006,1.725,7.67,2.505,332.0,1.48,0.5,0.515,0.041999999999999996,Argentina/Paraguay
Misión La Paz - SNIH,September 2019,Lead,18.35,38.0,0.038,482.8947368421053,2.683852471971298,8.4,2.0,53.400000000000006,1.725,7.67,2.505,332.0,1.48,0.5,0.515,0.041999999999999996,Argentina/Paraguay
Misión La Paz - SNIH,September 2019,Zinc,72.15,92.0,0.092,784.2391304347827,2.8944485080839577,8.4,2.0,53.400000000000006,1.725,7.67,2.505,332.0,1.48,0.5,0.515,0.041999999999999996,Argentina/Paraguay
Palca Grande,August 2017,Arsenic,20.45,10.0,0.01,2045.0,3.3106933123433606,8.45,1.0,89.93,1.085,8.29,2.86,338.5,1.665,0.5,0.55,0.0495,Bolivia (Non-Mining)
Palca Grande,August 2017,Cadmium,0.24,0.5,0.0005,480.0,2.681241237375587,8.45,1.0,89.93,1.085,8.29,2.86,338.5,1.665,0.5,0.55,0.0495,Bolivia (Non-Mining)
Palca Grande,August 2017,Lead,20.8,3.0,0.003,6933.333333333333,3.840942080243099,8.45,1.0,89.93,1.085,8.29,2.86,338.5,1.665,0.5,0.55,0.0495,Bolivia (Non-Mining)
Palca Grande,August 2017,Zinc,126.0,25.0,0.025,5040.0,3.7024305364455254,8.45,1.0,89.93,1.085,8.29,2.86,338.5,1.665,0.5,0.55,0.0495,Bolivia (Non-Mining)
Palca Grande,August 2021,Arsenic,31.599999999999998,5.0,0.005,6319.999999999999,3.800717078282385,7.0,4.75,40.269999999999996,1.07,7.6,3.865,558.0,1.795,0.5,0.24,0.059,Bolivia (Non-Mining)
Palca Grande,August 2021,Cadmium,0.57,0.25,0.00025,2279.9999999999995,3.3579348470004535,7.0,4.75,40.269999999999996,1.07,7.6,3.865,558.0,1.795,0.5,0.24,0.059,Bolivia (Non-Mining)
Palca Grande,August 2021,Lead,61.849999999999994,2.0,0.002,30924.999999999996,4.490309708301158,7.0,4.75,40.269999999999996,1.07,7.6,3.865,558.0,1.795,0.5,0.24,0.059,Bolivia (Non-Mining)
Palca Grande,August 2021,Zinc,193.0,25.0,0.025,7720.0,3.887617300335736,7.0,4.75,40.269999999999996,1.07,7.6,3.865,558.0,1.795,0.5,0.24,0.059,Bolivia (Non-Mining)
Palca Grande,August 2022,Arsenic,21.6,5.0,0.005,4320.0,3.635483746814912,7.7,1.0,42.28,1.53,7.97,2.022621,359.075,,,,,Bolivia (Non-Mining)
Palca Grande,August 2022,Cadmium,1.72,2.5,0.0025,688.0,2.837588438235511,7.7,1.0,42.28,1.53,7.97,2.022621,359.075,,,,,Bolivia (Non-Mining)
Palca Grande,August 2022,Lead,16.95,11.0,0.011,1540.909090909091,3.187777017380876,7.7,1.0,42.28,1.53,7.97,2.022621,359.075,,,,,Bolivia (Non-Mining)
Palca Grande,August 2022,Zinc,137.305,329.0,0.329,417.3404255319149,2.620490454529837,7.7,1.0,42.28,1.53,7.97,2.022621,359.075,,,,,Bolivia (Non-Mining)
Palca Grande,December 2017,Arsenic,20.3,10.0,0.01,2030.0,3.307496037913213,7.9,4.0,85.93,1.72,7.0,2.92,343.0,1.61,0.5,0.41,0.045,Bolivia (Non-Mining)
Palca Grande,December 2017,Cadmium,0.14,7.0,0.007,20.0,1.3010299956639813,7.9,4.0,85.93,1.72,7.0,2.92,343.0,1.61,0.5,0.41,0.045,Bolivia (Non-Mining)
Palca Grande,December 2017,Lead,21.8,1.0,0.001,21800.0,4.338456493604605,7.9,4.0,85.93,1.72,7.0,2.92,343.0,1.61,0.5,0.41,0.045,Bolivia (Non-Mining)
Palca Grande,December 2017,Zinc,100.0,985.0,0.985,101.5228426395939,2.0065637695023884,7.9,4.0,85.93,1.72,7.0,2.92,343.0,1.61,0.5,0.41,0.045,Bolivia (Non-Mining)
Palca Grande,December 2020,Arsenic,31.4,8.0,0.008,3924.9999999999995,3.5938396610812715,8.2,2.5,50.02,0.7,7.08,2.98,371.0,1.42,0.5,0.43,0.039,Bolivia (Non-Mining)
Palca Grande,December 2020,Cadmium,0.16,0.25,0.00025,640.0,2.806179973983887,8.2,2.5,50.02,0.7,7.08,2.98,371.0,1.42,0.5,0.43,0.039,Bolivia (Non-Mining)
Palca Grande,December 2020,Lead,26.7,9.0,0.009,2966.666666666667,3.47226875192525,8.2,2.5,50.02,0.7,7.08,2.98,371.0,1.42,0.5,0.43,0.039,Bolivia (Non-Mining)
Palca Grande,December 2020,Zinc,108.0,25.0,0.025,4320.0,3.635483746814912,8.2,2.5,50.02,0.7,7.08,2.98,371.0,1.42,0.5,0.43,0.039,Bolivia (Non-Mining)
Palca Grande,December 2022,Arsenic,5.0,5.0,0.005,1000.0,3.0,7.8,3.0,38.4,1.9,6.74,1.855,424.0,,,,,Bolivia (Non-Mining)
Palca Grande,December 2022,Cadmium,0.5,0.005,5e-06,99999.99999999999,5.0,7.8,3.0,38.4,1.9,6.74,1.855,424.0,,,,,Bolivia (Non-Mining)
Palca Grande,December 2022,Lead,10.0,0.5,0.0005,20000.0,4.301029995663981,7.8,3.0,38.4,1.9,6.74,1.855,424.0,,,,,Bolivia (Non-Mining)
Palca Grande,December 2022,Zinc,99.7,10.0,0.01,9970.0,3.998695158311656,7.8,3.0,38.4,1.9,6.74,1.855,424.0,,,,,Bolivia (Non-Mining)
Palca Grande,December 2023,Arsenic,5.1,187.0,0.187,27.27272727272727,1.4357285695614372,8.0,0.0,30.52,1.06,5.48,1.3048,231.0,,,,,Bolivia (Non-Mining)
Palca Grande,December 2023,Cadmium,0.1475,3.2,0.0032,46.09374999999999,1.6636420419942757,8.0,0.0,30.52,1.06,5.48,1.3048,231.0,,,,,Bolivia (Non-Mining)
Palca Grande,December 2023,Lead,15.75,429.0,0.429,36.71328671328671,1.5648232659408952,8.0,0.0,30.52,1.06,5.48,1.3048,231.0,,,,,Bolivia (Non-Mining)
Palca Grande,December 2023,Zinc,56.2,2717.0,2.717,20.68457857931542,1.3156466771511703,8.0,0.0,30.52,1.06,5.48,1.3048,231.0,,,,,Bolivia (Non-Mining)
Palca Grande,February 2024,Arsenic,27.5,310.0,0.31,88.70967741935483,1.94797099999599,8.3,26.3,59.1,1.68,6.24,5.1547,390.0,,,,,Bolivia (Non-Mining)
Palca Grande,February 2024,Cadmium,5.0,294.0,0.294,17.006802721088437,1.2306226739238615,8.3,26.3,59.1,1.68,6.24,5.1547,390.0,,,,,Bolivia (Non-Mining)
Palca Grande,February 2024,Lead,28.5,1231.0,1.231,23.1519090170593,1.3645868070771938,8.3,26.3,59.1,1.68,6.24,5.1547,390.0,,,,,Bolivia (Non-Mining)
Palca Grande,February 2024,Zinc,112.0,25.0,0.025,4480.0,3.651278013998144,8.3,26.3,59.1,1.68,6.24,5.1547,390.0,,,,,Bolivia (Non-Mining)
Palca Grande,January 2023,Arsenic,18.799999999999997,5.0,0.005,3759.9999999999995,3.575187844927661,8.0,0.5,70.55,1.08,6.09,4.140000000000001,412.0,,,,,Bolivia (Non-Mining)
Palca Grande,January 2023,Cadmium,0.5,0.4,0.0004,1250.0,3.0969100130080562,8.0,0.5,70.55,1.08,6.09,4.140000000000001,412.0,,,,,Bolivia (Non-Mining)
Palca Grande,January 2023,Lead,17.6,68.0,0.068,258.8235294117647,2.4130037551079133,8.0,0.5,70.55,1.08,6.09,4.140000000000001,412.0,,,,,Bolivia (Non-Mining)
Palca Grande,January 2023,Zinc,159.5,180.0,0.18,886.1111111111112,2.9474881822898937,8.0,0.5,70.55,1.08,6.09,4.140000000000001,412.0,,,,,Bolivia (Non-Mining)
Palca Grande,June 2024,Arsenic,28.5,5.0,0.005,5700.0,3.7558748556724915,8.2,17.2,2.5,2.36,8.25,4.5155,713.5,,,,,Bolivia (Non-Mining)
Palca Grande,June 2024,Cadmium,5.0,64.0,0.064,78.125,1.8927900303521317,8.2,17.2,2.5,2.36,8.25,4.5155,713.5,,,,,Bolivia (Non-Mining)
Palca Grande,June 2024,Lead,26.5,10.0,0.01,2650.0,3.423245873936808,8.2,17.2,2.5,2.36,8.25,4.5155,713.5,,,,,Bolivia (Non-Mining)
Palca Grande,June 2024,Zinc,209.5,11.0,0.011,19045.454545454548,4.279791342144089,8.2,17.2,2.5,2.36,8.25,4.5155,713.5,,,,,Bolivia (Non-Mining)
Palca Grande,March 2017,Arsenic,15.9,14.0,0.014,1135.7142857142858,3.0552690886422136,8.149999999999999,2.5,40.945,1.2650000000000001,6.21,3.49,390.0,2.0999999999999996,0.5,0.35,0.0505,Bolivia (Non-Mining)
Palca Grande,March 2017,Cadmium,0.20500000000000002,0.5,0.0005,410.0,2.6127838567197355,8.149999999999999,2.5,40.945,1.2650000000000001,6.21,3.49,390.0,2.0999999999999996,0.5,0.35,0.0505,Bolivia (Non-Mining)
Palca Grande,March 2017,Lead,22.55,27.0,0.027,835.1851851851852,2.921782782054992,8.149999999999999,2.5,40.945,1.2650000000000001,6.21,3.49,390.0,2.0999999999999996,0.5,0.35,0.0505,Bolivia (Non-Mining)
Palca Grande,March 2017,Zinc,116.5,137.0,0.137,850.3649635036496,2.929605358205631,8.149999999999999,2.5,40.945,1.2650000000000001,6.21,3.49,390.0,2.0999999999999996,0.5,0.35,0.0505,Bolivia (Non-Mining)
Palca Grande,March 2019,Arsenic,22.55,10.0,0.01,2255.0,3.3531465462139796,8.149999999999999,3.5,72.33,1.7,7.14,3.74,411.0,2.14,0.5,0.33,0.0615,Bolivia (Non-Mining)
Palca Grande,March 2019,Cadmium,0.22,10.0,0.01,22.0,1.3424226808222062,8.149999999999999,3.5,72.33,1.7,7.14,3.74,411.0,2.14,0.5,0.33,0.0615,Bolivia (Non-Mining)
Palca Grande,March 2019,Lead,23.7,33.0,0.033,718.1818181818181,2.8562344061322165,8.149999999999999,3.5,72.33,1.7,7.14,3.74,411.0,2.14,0.5,0.33,0.0615,Bolivia (Non-Mining)
Palca Grande,March 2019,Zinc,128.0,135.0,0.135,948.148148148148,2.9768762011528622,8.149999999999999,3.5,72.33,1.7,7.14,3.74,411.0,2.14,0.5,0.33,0.0615,Bolivia (Non-Mining)
Palca Grande,May 2018,Arsenic,27.7,10.0,0.01,2770.0,3.4424797690644486,7.9,1.0,97.93,0.43,8.51,3.57,307.0,1.8,0.5,0.31,0.044,Bolivia (Non-Mining)
Palca Grande,May 2018,Cadmium,0.19,10.0,0.01,19.0,1.2787536009528289,7.9,1.0,97.93,0.43,8.51,3.57,307.0,1.8,0.5,0.31,0.044,Bolivia (Non-Mining)
Palca Grande,May 2018,Lead,24.0,10.0,0.01,2400.0,3.380211241711606,7.9,1.0,97.93,0.43,8.51,3.57,307.0,1.8,0.5,0.31,0.044,Bolivia (Non-Mining)
Palca Grande,May 2018,Zinc,141.0,10.0,0.01,14100.0,4.14921911265538,7.9,1.0,97.93,0.43,8.51,3.57,307.0,1.8,0.5,0.31,0.044,Bolivia (Non-Mining)
Palca Grande,May 2019,Arsenic,18.0,10.0,0.01,1800.0,3.255272505103306,8.1,3.5,62.195,0.94,6.89,3.535,377.5,2.275,0.5,0.395,0.06,Bolivia (Non-Mining)
Palca Grande,May 2019,Cadmium,0.225,10.0,0.01,22.5,1.3521825181113625,8.1,3.5,62.195,0.94,6.89,3.535,377.5,2.275,0.5,0.395,0.06,Bolivia (Non-Mining)
Palca Grande,May 2019,Lead,22.8,26.0,0.026,876.923076923077,2.9429614990296358,8.1,3.5,62.195,0.94,6.89,3.535,377.5,2.275,0.5,0.395,0.06,Bolivia (Non-Mining)
Palca Grande,May 2019,Zinc,131.0,126.0,0.126,1039.6825396825398,3.0169007505382015,8.1,3.5,62.195,0.94,6.89,3.535,377.5,2.275,0.5,0.395,0.06,Bolivia (Non-Mining)
Palca Grande,May 2022,Arsenic,24.85,5.0,0.005,4970.0,3.696356388733332,8.1,3.0,68.2,0.98,8.16,3.29,391.5,1.3,0.5,0.335,0.0625,Bolivia (Non-Mining)
Palca Grande,May 2022,Cadmium,0.33999999999999997,2.5,0.0025,135.99999999999997,2.1335389083702174,8.1,3.0,68.2,0.98,8.16,3.29,391.5,1.3,0.5,0.335,0.0625,Bolivia (Non-Mining)
Palca Grande,May 2022,Lead,24.0,5.0,0.005,4800.0,3.681241237375587,8.1,3.0,68.2,0.98,8.16,3.29,391.5,1.3,0.5,0.335,0.0625,Bolivia (Non-Mining)
Palca Grande,May 2022,Zinc,144.0,218.0,0.218,660.5504587155963,2.8199059984906447,8.1,3.0,68.2,0.98,8.16,3.29,391.5,1.3,0.5,0.335,0.0625,Bolivia (Non-Mining)
Palca Grande,November 2016,Arsenic,24.1,7.0,0.007,3442.857142857143,3.5369190025606114,8.1,1.0,60.1,3.28,7.76,2.9349999999999996,381.0,2.19,0.5,1.0,0.04,Bolivia (Non-Mining)
Palca Grande,November 2016,Cadmium,0.18,0.5,0.0005,360.0,2.5563025007672873,8.1,1.0,60.1,3.28,7.76,2.9349999999999996,381.0,2.19,0.5,1.0,0.04,Bolivia (Non-Mining)
Palca Grande,November 2016,Lead,24.1,1.5,0.0015,16066.666666666668,4.205925783519187,8.1,1.0,60.1,3.28,7.76,2.9349999999999996,381.0,2.19,0.5,1.0,0.04,Bolivia (Non-Mining)
Palca Grande,November 2016,Zinc,99.9,12.5,0.0125,7992.0,3.902655475217926,8.1,1.0,60.1,3.28,7.76,2.9349999999999996,381.0,2.19,0.5,1.0,0.04,Bolivia (Non-Mining)
Palca Grande,November 2021,Arsenic,40.65,7.0,0.007,5807.142857142857,3.7639625099158303,7.4,1.0,58.58,1.34,7.53,3.925,721.0,1.38,0.5,0.525,0.068,Bolivia (Non-Mining)
Palca Grande,November 2021,Cadmium,0.25,0.25,0.00025,1000.0,3.0,7.4,1.0,58.58,1.34,7.53,3.925,721.0,1.38,0.5,0.525,0.068,Bolivia (Non-Mining)
Palca Grande,November 2021,Lead,29.6,0.5,0.0005,59200.0,4.77232170672292,7.4,1.0,58.58,1.34,7.53,3.925,721.0,1.38,0.5,0.525,0.068,Bolivia (Non-Mining)
Palca Grande,November 2021,Zinc,152.0,25.0,0.025,6080.0,3.783903579272735,7.4,1.0,58.58,1.34,7.53,3.925,721.0,1.38,0.5,0.525,0.068,Bolivia (Non-Mining)
Palca Grande,October 2017,Arsenic,165.0,10.0,0.01,16500.0,4.217483944213907,7.6,0.5,90.93,0.9750000000000001,6.64,2.305,352.0,1.99,0.5,0.8999999999999999,0.0675,Bolivia (Non-Mining)
Palca Grande,October 2017,Cadmium,3.045,1.0,0.001,3045.0,3.4835872969688944,7.6,0.5,90.93,0.9750000000000001,6.64,2.305,352.0,1.99,0.5,0.8999999999999999,0.0675,Bolivia (Non-Mining)
Palca Grande,October 2017,Lead,140.0,1.0,0.001,140000.0,5.146128035678238,7.6,0.5,90.93,0.9750000000000001,6.64,2.305,352.0,1.99,0.5,0.8999999999999999,0.0675,Bolivia (Non-Mining)
Palca Grande,October 2017,Zinc,557.0,10.0,0.01,55700.0,4.745855195173729,7.6,0.5,90.93,0.9750000000000001,6.64,2.305,352.0,1.99,0.5,0.8999999999999999,0.0675,Bolivia (Non-Mining)
Palca Grande,October 2023,Arsenic,7.605,9.0,0.009,845.0000000000001,2.926856708949692,7.8,1.0,74.59,1.2,7.55,1.74145,1345.5,,,,,Bolivia (Non-Mining)
Palca Grande,October 2023,Cadmium,0.706,0.25,0.00025,2824.0,3.450864692379766,7.8,1.0,74.59,1.2,7.55,1.74145,1345.5,,,,,Bolivia (Non-Mining)
Palca Grande,October 2023,Lead,20.8,0.5,0.0005,41600.0,4.619093330626742,7.8,1.0,74.59,1.2,7.55,1.74145,1345.5,,,,,Bolivia (Non-Mining)
Palca Grande,October 2023,Zinc,139.0,25.0,0.025,5560.0,3.7450747915820575,7.8,1.0,74.59,1.2,7.55,1.74145,1345.5,,,,,Bolivia (Non-Mining)
Palca Grande,September 2019,Arsenic,21.0,10.0,0.01,2100.0,3.322219294733919,8.4,2.5,52.51,2.195,7.93,3.355,441.0,1.8250000000000002,0.5,0.4,0.0605,Bolivia (Non-Mining)
Palca Grande,September 2019,Cadmium,0.33,10.0,0.01,33.0,1.5185139398778875,8.4,2.5,52.51,2.195,7.93,3.355,441.0,1.8250000000000002,0.5,0.4,0.0605,Bolivia (Non-Mining)
Palca Grande,September 2019,Lead,30.150000000000002,168.0,0.168,179.46428571428572,2.253978034750307,8.4,2.5,52.51,2.195,7.93,3.355,441.0,1.8250000000000002,0.5,0.4,0.0605,Bolivia (Non-Mining)
Palca Grande,September 2019,Zinc,141.5,367.0,0.367,385.55858310626706,2.5860903756082196,8.4,2.5,52.51,2.195,7.93,3.355,441.0,1.8250000000000002,0.5,0.4,0.0605,Bolivia (Non-Mining)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,Arsenic,18.9,1988.0,1.988,9.507042253521126,0.9780454241119496,8.3,,,0.33,6.65,1.77,282.0,1.04,0.5,0.41,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,Cadmium,0.16,118.0,0.118,1.3559322033898307,0.13223797534979945,8.3,,,0.33,6.65,1.77,282.0,1.04,0.5,0.41,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,Lead,25.8,1900.0,1.9,13.578947368421053,1.1328661050104012,8.3,,,0.33,6.65,1.77,282.0,1.04,0.5,0.41,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,Zinc,75.3,13193.0,13.193,5.707572197377397,0.7564514137626759,8.3,,,0.33,6.65,1.77,282.0,1.04,0.5,0.41,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,Arsenic,13.1,10.0,0.01,1310.0,3.1172712956557644,8.1,2.0,80.45,0.72,6.95,2.28,383.0,1.13,0.5,0.4,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,Cadmium,0.14,10.0,0.01,14.000000000000002,1.1461280356782382,8.1,2.0,80.45,0.72,6.95,2.28,383.0,1.13,0.5,0.4,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,Lead,17.8,10.0,0.01,1780.0,3.250420002308894,8.1,2.0,80.45,0.72,6.95,2.28,383.0,1.13,0.5,0.4,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2019,Zinc,75.0,575.0,0.575,130.43478260869566,2.1153934187020695,8.1,2.0,80.45,0.72,6.95,2.28,383.0,1.13,0.5,0.4,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,Arsenic,33.3,61.0,0.061,545.9016393442622,2.7371143984955526,8.05,,,,8.33,1.82,401.5,1.19,0.5,0.45999999999999996,0.0445,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,Cadmium,0.72,4.0,0.004,180.0,2.255272505103306,8.05,,,,8.33,1.82,401.5,1.19,0.5,0.45999999999999996,0.0445,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,Lead,72.75,46.0,0.046,1581.5217391304348,3.199075165976371,8.05,,,,8.33,1.82,401.5,1.19,0.5,0.45999999999999996,0.0445,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,Zinc,213.5,1066.0,1.066,200.28142589118198,2.301640674670489,8.05,,,,8.33,1.82,401.5,1.19,0.5,0.45999999999999996,0.0445,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,Arsenic,23.6,43.0,0.043,548.8372093023256,2.73944354739052,8.2,1.0,95.93,0.9,8.17,1.5,456.0,1.42,0.5,1.01,0.0585,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,Cadmium,0.485,2.0,0.002,242.5,2.3847117429382823,8.2,1.0,95.93,0.9,8.17,1.5,456.0,1.42,0.5,1.01,0.0585,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,Lead,21.9,11.0,0.011,1990.909090909091,3.299051429681893,8.2,1.0,95.93,0.9,8.17,1.5,456.0,1.42,0.5,1.01,0.0585,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2017,Zinc,232.0,447.0,0.447,519.0156599552572,2.715180461758963,8.2,1.0,95.93,0.9,8.17,1.5,456.0,1.42,0.5,1.01,0.0585,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,Arsenic,18.799999999999997,53.0,0.053,354.71698113207543,2.549881979662891,6.95,0.5,86.88499999999999,0.35,7.72,1.455,334.0,1.025,0.5,0.85,0.053,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,Cadmium,0.545,3.0,0.003,181.66666666666669,2.25927524755698,6.95,0.5,86.88499999999999,0.35,7.72,1.455,334.0,1.025,0.5,0.85,0.053,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,Lead,22.9,79.0,0.079,289.873417721519,2.4622083910494466,6.95,0.5,86.88499999999999,0.35,7.72,1.455,334.0,1.025,0.5,0.85,0.053,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2021,Zinc,198.0,2000.0,2.0,99.0,1.99563519459755,6.95,0.5,86.88499999999999,0.35,7.72,1.455,334.0,1.025,0.5,0.85,0.053,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Arsenic,25.125,34.0,0.034,738.970588235294,2.86862715338629,7.4,1.0,75.54,0.91,8.15,9.163499999999999,412.635,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Cadmium,1.62,2.5,0.0025,648.0,2.8115750058705933,7.4,1.0,75.54,0.91,8.15,9.163499999999999,412.635,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Lead,25.58,5.0,0.005,5116.0,3.7089305358066165,7.4,1.0,75.54,0.91,8.15,9.163499999999999,412.635,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2022,Zinc,331.405,778.0,0.778,425.9704370179948,2.6293794594654716,7.4,1.0,75.54,0.91,8.15,9.163499999999999,412.635,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Arsenic,35.34,54.0,0.054,654.4444444444446,2.8158727853477767,7.5,1.0,85.1,1.15,8.2,1.90455,666.3499999999999,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Cadmium,1.9100000000000001,1.8,0.0018,1061.1111111111113,3.0257608621444216,7.5,1.0,85.1,1.15,8.2,1.90455,666.3499999999999,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Lead,32.98,8.0,0.008,4122.499999999999,3.6151606643165564,7.5,1.0,85.1,1.15,8.2,1.90455,666.3499999999999,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2023,Zinc,510.65,576.0,0.576,886.5451388888889,2.9477008528205153,7.5,1.0,85.1,1.15,8.2,1.90455,666.3499999999999,,,,,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,Arsenic,10.5,42.0,0.042,249.99999999999997,2.3979400086720375,8.5,2.0,94.93,0.47,5.85,1.72,348.0,1.4,0.5,0.88,0.04,Potosí (Mining Zone)
