Station,Campaign,Date,Metal,Sediment_Conc_mg_per_kg,Water_Conc_ug_per_L,Water_Conc_mg_per_L,Partitioning_Ratio_L_per_kg,Log_Partitioning_Ratio,pH,Clay_%,Organic_Matter_%,DO_mg_per_L,Fe_%,Mn_mg_per_kg,Al_%,S_%,Ca_%,P_%,Location
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,157.0,202.0,0.202,777.2277227722772,2.89054828296261,8.5,1.0,0.93,7.04,2.56,469.0,0.98,0.5,0.66,0.047,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,17.3,29.0,0.029,596.551724137931,2.7756481052298394,8.5,1.0,0.93,7.04,1.49,338.0,0.75,0.5,0.46,0.023,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.17,0.5,0.0005,340.0,2.531478917042255,8.5,1.0,0.93,7.04,1.49,338.0,0.75,0.5,0.46,0.023,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,18.0,12.0,0.012,1500.0,3.1760912590556813,8.5,1.0,0.93,7.04,1.49,338.0,0.75,0.5,0.46,0.023,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,108.0,202.0,0.202,534.6534653465346,2.728072386040326,8.5,1.0,0.93,7.04,1.49,338.0,0.75,0.5,0.46,0.023,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,3.8,29.0,0.029,131.03448275862067,2.117385598717854,8.5,1.0,0.93,7.04,2.45,206.0,1.06,0.5,0.25,0.055,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.005,0.5,0.0005,10.0,1.0,8.5,1.0,0.93,7.04,2.45,206.0,1.06,0.5,0.25,0.055,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,28.2,12.0,0.012,2350.0,3.3710678622717363,8.5,1.0,0.93,7.04,2.45,206.0,1.06,0.5,0.25,0.055,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,33.2,202.0,0.202,164.35643564356437,2.2157867142574124,8.5,1.0,0.93,7.04,2.45,206.0,1.06,0.5,0.25,0.055,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,15.6,29.0,0.029,537.9310344827586,2.7307266004555055,8.5,1.0,1.85,7.04,2.7,434.0,1.05,0.5,0.52,0.041,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.15,0.5,0.0005,300.0,2.4771212547196626,8.5,1.0,1.85,7.04,2.7,434.0,1.05,0.5,0.52,0.041,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,16.2,12.0,0.012,1350.0,3.130333768495006,8.5,1.0,1.85,7.04,2.7,434.0,1.05,0.5,0.52,0.041,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,86.2,202.0,0.202,426.73267326732673,2.630155896378089,8.5,1.0,1.85,7.04,2.7,434.0,1.05,0.5,0.52,0.041,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,14.1,29.0,0.029,486.2068965517241,2.6868211147564236,8.5,1.0,1.85,7.04,2.18,397.0,1.13,0.5,0.62,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.16,0.5,0.0005,320.0,2.505149978319906,8.5,1.0,1.85,7.04,2.18,397.0,1.13,0.5,0.62,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,16.1,12.0,0.012,1341.6666666666667,3.127644629984225,8.5,1.0,1.85,7.04,2.18,397.0,1.13,0.5,0.62,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,98.6,202.0,0.202,488.11881188118804,2.6885255454945876,8.5,1.0,1.85,7.04,2.18,397.0,1.13,0.5,0.62,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,13.2,29.0,0.029,455.1724137931034,2.6581759333068935,8.1,3.0,3.63,7.04,2.85,431.0,1.95,0.5,0.67,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.2,0.5,0.0005,400.0,2.6020599913279625,8.1,3.0,3.63,7.04,2.85,431.0,1.95,0.5,0.67,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,23.8,12.0,0.012,1983.3333333333333,3.297395711008887,8.1,3.0,3.63,7.04,2.85,431.0,1.95,0.5,0.67,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,109.0,202.0,0.202,539.6039603960396,2.732075128494,8.1,3.0,3.63,7.04,2.85,431.0,1.95,0.5,0.67,0.038,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,14.0,29.0,0.029,482.7586206896552,2.683730037779282,8.1,3.0,3.63,7.04,2.65,427.0,1.85,0.5,0.69,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.25,0.5,0.0005,500.0,2.6989700043360187,8.1,3.0,3.63,7.04,2.65,427.0,1.85,0.5,0.69,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,25.2,12.0,0.012,2100.0,3.322219294733919,8.1,3.0,3.63,7.04,2.65,427.0,1.85,0.5,0.69,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,109.0,202.0,0.202,539.6039603960396,2.732075128494,8.1,3.0,3.63,7.04,2.65,427.0,1.85,0.5,0.69,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,15.0,29.0,0.029,517.2413793103448,2.7136932611567253,8.4,1.0,2.05,7.04,3.26,423.0,1.91,0.5,0.56,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.15,0.5,0.0005,300.0,2.4771212547196626,8.4,1.0,2.05,7.04,3.26,423.0,1.91,0.5,0.56,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,17.4,12.0,0.012,1449.9999999999998,3.161368002234975,8.4,1.0,2.05,7.04,3.26,423.0,1.91,0.5,0.56,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,79.8,202.0,0.202,395.049504950495,2.5966515219041058,8.4,1.0,2.05,7.04,3.26,423.0,1.91,0.5,0.56,0.044,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,13.6,29.0,0.029,468.9655172413793,2.6711409104712613,8.4,1.0,2.05,7.04,2.32,371.0,1.15,0.5,0.56,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.16,0.5,0.0005,320.0,2.505149978319906,8.4,1.0,2.05,7.04,2.32,371.0,1.15,0.5,0.56,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,14.3,12.0,0.012,1191.6666666666667,3.076154791417437,8.4,1.0,2.05,7.04,2.32,371.0,1.15,0.5,0.56,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,76.8,202.0,0.202,380.19801980198014,2.5800098505848883,8.4,1.0,2.05,7.04,2.32,371.0,1.15,0.5,0.56,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,15.6,29.0,0.029,537.9310344827586,2.7307266004555055,8.4,1.0,2.05,7.04,2.27,373.0,1.63,0.5,0.69,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.2,0.5,0.0005,400.0,2.6020599913279625,8.4,1.0,2.05,7.04,2.27,373.0,1.63,0.5,0.69,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,19.8,12.0,0.012,1650.0,3.2174839442139063,8.4,1.0,2.05,7.04,2.27,373.0,1.63,0.5,0.69,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,103.0,202.0,0.202,509.90099009900985,2.7074858552585486,8.4,1.0,2.05,7.04,2.27,373.0,1.63,0.5,0.69,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,16.8,29.0,0.029,579.3103448275862,2.7629112838269068,8.2,1.0,1.53,7.04,2.39,364.0,1.08,0.5,0.48,0.037,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.19,0.5,0.0005,380.0,2.57978359661681,8.2,1.0,1.53,7.04,2.39,364.0,1.08,0.5,0.48,0.037,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,17.3,12.0,0.012,1441.6666666666667,3.158864857081171,8.2,1.0,1.53,7.04,2.39,364.0,1.08,0.5,0.48,0.037,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,73.7,202.0,0.202,364.8514851485148,2.5621161184124275,8.2,1.0,1.53,7.04,2.39,364.0,1.08,0.5,0.48,0.037,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Arsenic,14.2,29.0,0.029,489.6551724137931,2.6898903464841,8.2,1.0,1.53,7.04,1.93,345.0,0.96,0.5,0.54,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Cadmium,0.17,0.5,0.0005,340.0,2.531478917042255,8.2,1.0,1.53,7.04,1.93,345.0,0.96,0.5,0.54,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Lead,16.5,12.0,0.012,1375.0,3.1383026981662816,8.2,1.0,1.53,7.04,1.93,345.0,0.96,0.5,0.54,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,November 2016,2016-11-16,Zinc,73.2,202.0,0.202,362.3762376237624,2.559159711611768,8.2,1.0,1.53,7.04,1.93,345.0,0.96,0.5,0.54,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Arsenic,20.5,61.0,0.061,336.0655737704918,2.5264240260449875,8.1,,,8.33,2.64,405.0,1.62,0.5,0.43,0.059,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Cadmium,0.52,4.0,0.004,130.0,2.113943352306837,8.1,,,8.33,2.64,405.0,1.62,0.5,0.43,0.059,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Lead,44.8,46.0,0.046,973.9130434782609,2.98852018231657,8.1,,,8.33,2.64,405.0,1.62,0.5,0.43,0.059,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Zinc,160.0,1066.0,1.066,150.093808630394,2.1763627779653714,8.1,,,8.33,2.64,405.0,1.62,0.5,0.43,0.059,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Arsenic,105.0,61.0,0.061,1721.311475409836,3.235859464059171,8.1,,,8.33,1.81,371.0,1.05,0.5,0.45,0.052,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Cadmium,4.9,4.0,0.004,1225.0,3.0881360887005513,8.1,,,8.33,1.81,371.0,1.05,0.5,0.45,0.052,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Lead,511.0,46.0,0.046,11108.695652173914,4.0456630684531385,8.1,,,8.33,1.81,371.0,1.05,0.5,0.45,0.052,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Zinc,595.0,1066.0,1.066,558.1613508442776,2.746759761037996,8.1,,,8.33,1.81,371.0,1.05,0.5,0.45,0.052,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Arsenic,33.0,61.0,0.061,540.983606557377,2.7331841048671204,8.1,,,8.33,1.47,433.0,1.29,0.5,0.57,0.05,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Cadmium,0.83,4.0,0.004,207.49999999999997,2.3170181010481112,8.1,,,8.33,1.47,433.0,1.29,0.5,0.57,0.05,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Lead,76.6,46.0,0.046,1665.2173913043478,3.22147093795103,8.1,,,8.33,1.47,433.0,1.29,0.5,0.57,0.05,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Zinc,267.0,1066.0,1.066,250.46904315196997,2.3987540566740218,8.1,,,8.33,1.47,433.0,1.29,0.5,0.57,0.05,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Arsenic,856.0,61.0,0.061,14032.786885245901,4.147143929666386,8.1,,,8.33,2.28,475.0,1.47,2.0,0.43,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Cadmium,104.0,4.0,0.004,26000.0,4.414973347970818,8.1,,,8.33,2.28,475.0,1.47,2.0,0.43,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Lead,7500.0,46.0,0.046,163043.47826086957,5.212303431710126,8.1,,,8.33,2.28,475.0,1.47,2.0,0.43,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Zinc,7500.0,1066.0,1.066,7035.647279549718,3.8473040587011464,8.1,,,8.33,2.28,475.0,1.47,2.0,0.43,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Arsenic,10.9,61.0,0.061,178.68852459016395,2.2520966629298567,8.0,,,8.33,2.38,400.0,1.42,0.5,0.47,0.049,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Cadmium,0.23,4.0,0.004,57.5,1.7596678446896306,8.0,,,8.33,2.38,400.0,1.42,0.5,0.47,0.049,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Lead,22.0,46.0,0.046,478.2608695652174,2.6796648491406323,8.0,,,8.33,2.38,400.0,1.42,0.5,0.47,0.049,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Zinc,102.0,1066.0,1.066,95.68480300187616,1.980842967071364,8.0,,,8.33,2.38,400.0,1.42,0.5,0.47,0.049,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Arsenic,33.6,61.0,0.061,550.8196721311476,2.741009442379077,8.0,,,8.33,1.83,370.0,1.09,0.5,0.42,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Cadmium,0.61,4.0,0.004,152.5,2.1832698436828046,8.0,,,8.33,1.83,370.0,1.09,0.5,0.42,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Lead,68.9,46.0,0.046,1497.826086956522,3.175461390226052,8.0,,,8.33,1.83,370.0,1.09,0.5,0.42,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Zinc,127.0,1066.0,1.066,119.13696060037523,2.0760465162654036,8.0,,,8.33,1.83,370.0,1.09,0.5,0.42,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Arsenic,12.8,61.0,0.061,209.8360655737705,2.321880134637101,8.0,,,8.33,1.55,403.0,1.07,0.5,0.53,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Cadmium,0.26,4.0,0.004,65.0,1.8129133566428555,8.0,,,8.33,1.55,403.0,1.07,0.5,0.53,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Lead,26.6,46.0,0.046,578.2608695652174,2.7621238049494927,8.0,,,8.33,1.55,403.0,1.07,0.5,0.53,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Zinc,100.0,1066.0,1.066,93.80863039399624,1.9722427953094466,8.0,,,8.33,1.55,403.0,1.07,0.5,0.53,0.04,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Arsenic,86.5,61.0,0.061,1418.032786885246,3.151686272454047,8.0,,,8.33,1.51,305.0,1.05,0.5,0.88,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Cadmium,2.06,4.0,0.004,515.0,2.711807229041191,8.0,,,8.33,1.51,305.0,1.05,0.5,0.88,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Lead,204.0,46.0,0.046,4434.782608695652,3.6468723357443245,8.0,,,8.33,1.51,305.0,1.05,0.5,0.88,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,August 2016,2016-08-02,Zinc,287.0,1066.0,1.066,269.2307692307692,2.4301246920434387,8.0,,,8.33,1.51,305.0,1.05,0.5,0.88,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Arsenic,23.8,1988.0,1.988,11.971830985915494,1.0781605769952174,8.3,,0.33,6.65,2.37,340.0,1.65,0.5,0.41,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Cadmium,0.52,118.0,0.118,4.40677966101695,0.6441213363286739,8.3,,0.33,6.65,2.37,340.0,1.65,0.5,0.41,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Lead,106.0,1900.0,1.9,55.78947368421053,1.7465522643119413,8.3,,0.33,6.65,2.37,340.0,1.65,0.5,0.41,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Zinc,202.0,13193.0,13.193,15.311149852194346,1.185007807008599,8.3,,0.33,6.65,2.37,340.0,1.65,0.5,0.41,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Arsenic,60.4,1988.0,1.988,30.38229376257545,1.4826205585598373,8.3,,0.33,6.65,2.07,318.0,1.15,0.5,0.46,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Cadmium,0.19,118.0,0.118,1.6101694915254239,0.20687159364670363,8.3,,0.33,6.65,2.07,318.0,1.15,0.5,0.46,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Lead,62.0,1900.0,1.9,32.631578947368425,1.513638088545425,8.3,,0.33,6.65,2.07,318.0,1.15,0.5,0.46,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Zinc,82.5,13193.0,13.193,6.253316152505117,0.7961103861119004,8.3,,0.33,6.65,2.07,318.0,1.15,0.5,0.46,0.034,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Arsenic,130.0,1988.0,1.988,65.3923541247485,1.8155269722455423,8.3,,0.33,6.65,1.56,270.0,0.81,0.5,0.42,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Cadmium,0.17,118.0,0.118,1.440677966101695,0.1585669140721486,8.3,,0.33,6.65,1.56,270.0,0.81,0.5,0.42,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Lead,24.6,1900.0,1.9,12.947368421052634,1.1121815061505502,8.3,,0.33,6.65,1.56,270.0,0.81,0.5,0.42,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Zinc,81.0,13193.0,13.193,6.1396194951868415,0.788141456440625,8.3,,0.33,6.65,1.56,270.0,0.81,0.5,0.42,0.036,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Arsenic,18.9,1988.0,1.988,9.507042253521126,0.9780454241119496,8.3,,0.33,6.65,1.14,206.0,0.75,0.5,0.34,0.023,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Cadmium,0.12,118.0,0.118,1.0169491525423728,0.007299238741499423,8.3,,0.33,6.65,1.14,206.0,0.75,0.5,0.34,0.023,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Lead,25.8,1900.0,1.9,13.578947368421053,1.1328661050104012,8.3,,0.33,6.65,1.14,206.0,0.75,0.5,0.34,0.023,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Zinc,69.9,13193.0,13.193,5.298264231031609,0.7241336133076568,8.3,,0.33,6.65,1.14,206.0,0.75,0.5,0.34,0.023,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Arsenic,12.0,1988.0,1.988,6.036217303822938,0.7807648659863303,8.4,,0.35,6.65,2.37,342.0,1.37,0.5,0.38,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Cadmium,0.11,118.0,0.118,0.9322033898305085,-0.030489322147900313,8.4,,0.35,6.65,2.37,342.0,1.37,0.5,0.38,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Lead,19.9,1900.0,1.9,10.473684210526315,1.0200994754568777,8.4,,0.35,6.65,2.37,342.0,1.37,0.5,0.38,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Zinc,58.2,13193.0,13.193,4.411430303949064,0.6445794222118638,8.4,,0.35,6.65,2.37,342.0,1.37,0.5,0.38,0.039,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Arsenic,12.3,1988.0,1.988,6.1871227364185115,0.7914887313781035,8.4,,0.35,6.65,1.77,282.0,0.87,0.5,0.35,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Cadmium,0.13,118.0,0.118,1.1016949152542375,0.04206134500071145,8.4,,0.35,6.65,1.77,282.0,0.87,0.5,0.35,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Lead,22.7,1900.0,1.9,11.947368421052632,1.0772722562402939,8.4,,0.35,6.65,1.77,282.0,0.87,0.5,0.35,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Zinc,56.7,13193.0,13.193,4.29773364663079,0.633239496454882,8.4,,0.35,6.65,1.77,282.0,0.87,0.5,0.35,0.032,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Arsenic,15.0,1988.0,1.988,7.545271629778672,0.8776748789943868,8.4,,0.35,6.65,1.55,268.0,1.04,0.5,0.43,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Cadmium,0.16,118.0,0.118,1.3559322033898307,0.13223797534979945,8.4,,0.35,6.65,1.55,268.0,1.04,0.5,0.43,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Lead,28.6,1900.0,1.9,15.05263157894737,1.177612432176214,8.4,,0.35,6.65,1.55,268.0,1.04,0.5,0.43,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,April 2016,2016-04-20,Zinc,75.3,13193.0,13.193,5.707572197377397,0.7564514137626759,8.4,,0.35,6.65,1.55,268.0,1.04,0.5,0.43,0.033,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Arsenic,11.2,42.0,0.042,266.66666666666663,2.425968732272281,8.5,2.0,0.47,5.85,1.76,355.0,1.37,0.5,0.88,0.045,Potosí (Mining Zone)
Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,December 2017,2017-12-13,Cadmium,0.2,1.0,0.001,200.0,2.3010299956639813,8.5,2.0,0.47,5.85,1.76,355.0,1.37,0.5,0.88,0.045,Potosí (Mining Zone)
